Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Icebox,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Icebox,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Icebox,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Icebox,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Icebox,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,killjoy,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,jett,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,kayo,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,astra,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,omen,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,sova,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,raze,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,fade,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,viper,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,breach,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,sage,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,cypher,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,skye,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,neon,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,harbor,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,brimstone,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Split,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,killjoy,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,jett,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,kayo,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,astra,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,omen,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,sova,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,raze,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,fade,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,viper,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,breach,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,sage,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,cypher,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,skye,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,neon,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,harbor,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,brimstone,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Fracture,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,killjoy,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,jett,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,kayo,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,astra,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,omen,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,sova,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,raze,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,fade,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,viper,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,breach,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,sage,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,cypher,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,skye,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,neon,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,harbor,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,brimstone,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Haven,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,killjoy,78%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,jett,67%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,kayo,56%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,sova,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,omen,44%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,viper,33%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,astra,33%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,fade,33%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,sage,28%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,breach,22%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,cypher,17%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,harbor,11%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,raze,11%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,skye,11%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,neon,6%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,brimstone,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,All Maps,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,killjoy,83%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,jett,83%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,kayo,17%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,sova,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,omen,67%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,viper,17%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,astra,17%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,fade,33%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,sage,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,breach,67%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,cypher,17%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,harbor,17%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,raze,17%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,skye,17%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,neon,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,brimstone,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Haven,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,killjoy,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,jett,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,kayo,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,sova,75%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,omen,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,viper,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,astra,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,fade,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,sage,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,breach,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,cypher,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,harbor,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,raze,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,skye,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,neon,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,brimstone,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Icebox,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,killjoy,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,jett,75%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,kayo,75%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,sova,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,omen,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,viper,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,astra,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,fade,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,sage,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,breach,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,cypher,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,harbor,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,raze,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,skye,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,neon,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,brimstone,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Pearl,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,killjoy,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,jett,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,kayo,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,sova,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,omen,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,viper,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,astra,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,fade,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,sage,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,breach,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,cypher,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,harbor,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,raze,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,skye,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,neon,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,brimstone,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Ascent,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,killjoy,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,jett,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,kayo,100%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,sova,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,omen,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,viper,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,astra,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,fade,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,sage,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,breach,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,cypher,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,harbor,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,raze,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,skye,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,neon,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,brimstone,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Lotus,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,killjoy,63%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,omen,63%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,kayo,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,viper,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,raze,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,cypher,38%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,sova,38%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,jett,38%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,breach,38%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,brimstone,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,fade,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,sage,25%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,skye,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,reyna,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,astra,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,phoenix,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,neon,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,iso,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,harbor,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,gekko,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,deadlock,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,chamber,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,All Maps,yoru,0%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Fracture,killjoy,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Fracture,omen,50%
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Fracture,kayo,50%
