Tournament,Stage,Match Type,Map,Team,Agent Picked,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Giants Gaming,harbor,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Natus Vincere,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Natus Vincere,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Natus Vincere,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Natus Vincere,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Natus Vincere,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Giants Gaming,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Giants Gaming,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Giants Gaming,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Giants Gaming,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,Giants Gaming,sova,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,FUT Esports,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,FUT Esports,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,FUT Esports,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,FUT Esports,skye,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,FUT Esports,astra,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,Team Vitality,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,Team Vitality,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,Team Vitality,cypher,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,Team Vitality,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,Team Vitality,sage,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,FUT Esports,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,FUT Esports,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,FUT Esports,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,FUT Esports,breach,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,FUT Esports,gekko,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,Team Vitality,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,Team Vitality,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,Team Vitality,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,Team Vitality,sova,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,Team Vitality,breach,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,FUT Esports,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,FUT Esports,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,FUT Esports,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,FUT Esports,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,FUT Esports,neon,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,Team Vitality,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,Team Vitality,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,Team Vitality,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,Team Vitality,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,Team Vitality,fade,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,Natus Vincere,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,Natus Vincere,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,Natus Vincere,yoru,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,Natus Vincere,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,Natus Vincere,fade,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,FUT Esports,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,FUT Esports,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,FUT Esports,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,FUT Esports,neon,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,FUT Esports,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,Natus Vincere,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,Natus Vincere,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,Natus Vincere,yoru,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,Natus Vincere,fade,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,Natus Vincere,cypher,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,FUT Esports,neon,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,FUT Esports,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,FUT Esports,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,FUT Esports,brimstone,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,FUT Esports,breach,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,Team Liquid,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,Team Liquid,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,Team Liquid,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,Team Liquid,sova,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,FUT Esports,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,FUT Esports,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,FUT Esports,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,FUT Esports,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,FUT Esports,sova,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,Team Liquid,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,Team Liquid,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,Team Liquid,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,Team Liquid,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,FUT Esports,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,FUT Esports,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,FUT Esports,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,FUT Esports,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,FUT Esports,neon,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,Team Liquid,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,Team Liquid,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,Team Liquid,skye,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,Team Liquid,sage,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,FUT Esports,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,FUT Esports,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,FUT Esports,cypher,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,FUT Esports,skye,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,FUT Esports,astra,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,FNATIC,jett,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,FNATIC,killjoy,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,FNATIC,viper,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,FNATIC,sova,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,FNATIC,sage,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Giants Gaming,jett,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Giants Gaming,killjoy,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Giants Gaming,kayo,0,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Giants Gaming,viper,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Giants Gaming,sova,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Giants Gaming,sage,1,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Natus Vincere,jett,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Natus Vincere,kayo,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Natus Vincere,viper,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Natus Vincere,cypher,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Natus Vincere,sage,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,BBL Esports,omen,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,BBL Esports,killjoy,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,BBL Esports,viper,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,BBL Esports,sova,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,BBL Esports,sage,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Team Heretics,jett,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Team Heretics,killjoy,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Team Heretics,viper,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Team Heretics,sova,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Team Heretics,harbor,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Karmine Corp,killjoy,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Karmine Corp,kayo,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Karmine Corp,viper,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Karmine Corp,gekko,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,Karmine Corp,harbor,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Liquid,jett,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Liquid,cypher,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Liquid,skye,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Liquid,sage,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FNATIC,omen,2,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FNATIC,raze,2,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FNATIC,cypher,2,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FNATIC,breach,2,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FNATIC,skye,2,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Giants Gaming,kayo,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Giants Gaming,viper,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Giants Gaming,raze,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Giants Gaming,skye,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Giants Gaming,astra,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Natus Vincere,jett,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Natus Vincere,viper,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Natus Vincere,skye,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Natus Vincere,astra,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Natus Vincere,gekko,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FUT Esports,kayo,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FUT Esports,raze,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FUT Esports,cypher,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FUT Esports,skye,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,FUT Esports,astra,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Vitality,jett,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Vitality,omen,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Vitality,raze,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Vitality,cypher,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Vitality,sage,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,BBL Esports,raze,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,BBL Esports,cypher,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,BBL Esports,breach,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,BBL Esports,astra,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,BBL Esports,sage,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,KOI,jett,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,KOI,omen,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,KOI,raze,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,KOI,cypher,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,KOI,breach,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Heretics,jett,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Heretics,omen,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Heretics,raze,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Heretics,cypher,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Team Heretics,sage,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Karmine Corp,raze,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Karmine Corp,cypher,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Karmine Corp,breach,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Karmine Corp,astra,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,Karmine Corp,gekko,1,1,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Team Liquid,jett,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Team Liquid,kayo,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Team Liquid,cypher,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Team Liquid,sova,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FNATIC,jett,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FNATIC,omen,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FNATIC,killjoy,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FNATIC,kayo,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FNATIC,sova,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Natus Vincere,jett,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Natus Vincere,omen,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Natus Vincere,kayo,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Natus Vincere,viper,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,Natus Vincere,gekko,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FUT Esports,jett,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FUT Esports,omen,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FUT Esports,killjoy,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FUT Esports,kayo,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,FUT Esports,skye,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,BBL Esports,jett,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,BBL Esports,omen,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,BBL Esports,killjoy,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,BBL Esports,kayo,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,BBL Esports,sova,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,KOI,jett,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,KOI,omen,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,KOI,killjoy,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,KOI,kayo,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,KOI,fade,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Liquid,omen,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Liquid,kayo,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Liquid,viper,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Liquid,skye,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Liquid,neon,0,2,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Natus Vincere,omen,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Natus Vincere,killjoy,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Natus Vincere,viper,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Natus Vincere,skye,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Natus Vincere,gekko,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,FUT Esports,omen,2,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,FUT Esports,killjoy,2,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,FUT Esports,kayo,2,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,FUT Esports,sage,1,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,FUT Esports,neon,2,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,FUT Esports,viper,1,0,2
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Vitality,raze,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Vitality,cypher,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Vitality,breach,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Vitality,harbor,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Vitality,fade,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,KOI,omen,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,KOI,killjoy,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,KOI,raze,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,KOI,breach,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,KOI,sova,1,0,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Heretics,jett,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Heretics,omen,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Heretics,killjoy,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Heretics,skye,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,Team Heretics,sage,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Pearl,Giants Gaming,jett,0,1,1
Champions Tour 2023: EMEA League,Regular Season,Week 1,Pearl,Giants Gaming,kayo,0,1,1
