Tournament,Stage,Match Type,Map,Team,Agent Picked,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2023: Pacific League,All Stages,All Match Types,Fracture,DetonatioN FocusMe,jett,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Fracture,DetonatioN FocusMe,skye,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Fracture,DetonatioN FocusMe,viper,1,1,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Fracture,DetonatioN FocusMe,brimstone,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Fracture,DetonatioN FocusMe,cypher,1,0,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Fracture,DetonatioN FocusMe,killjoy,0,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Fracture,DetonatioN FocusMe,breach,0,1,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,T1,jett,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,T1,skye,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,T1,raze,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,T1,viper,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,T1,astra,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DRX,skye,5,0,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DRX,raze,5,0,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DRX,viper,5,0,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DRX,kayo,3,0,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DRX,astra,5,0,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DRX,jett,2,0,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Paper Rex,jett,4,2,6
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Paper Rex,skye,4,2,6
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Paper Rex,raze,4,2,6
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Paper Rex,viper,4,2,6
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Paper Rex,astra,4,2,6
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Gen.G,skye,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Gen.G,raze,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Gen.G,viper,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Gen.G,astra,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Gen.G,sage,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Team Secret,jett,1,3,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Team Secret,skye,1,4,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Team Secret,raze,1,4,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Team Secret,astra,1,4,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Team Secret,cypher,1,1,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Team Secret,viper,0,3,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Team Secret,breach,0,1,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,ZETA DIVISION,skye,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,ZETA DIVISION,raze,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,ZETA DIVISION,viper,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,ZETA DIVISION,kayo,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,ZETA DIVISION,astra,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Global Esports,skye,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Global Esports,raze,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Global Esports,viper,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Global Esports,astra,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Global Esports,sage,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Talon Esports,jett,1,1,4
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Talon Esports,raze,1,3,4
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Talon Esports,breach,0,1,4
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Talon Esports,astra,1,3,4
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Talon Esports,yoru,0,1,4
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Talon Esports,skye,1,2,4
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Talon Esports,viper,1,2,4
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Talon Esports,kayo,0,2,4
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Rex Regum Qeon,skye,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Rex Regum Qeon,raze,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Rex Regum Qeon,breach,1,1,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Rex Regum Qeon,astra,1,2,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Rex Regum Qeon,cypher,1,1,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Rex Regum Qeon,killjoy,0,1,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,Rex Regum Qeon,viper,0,1,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DetonatioN FocusMe,jett,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DetonatioN FocusMe,skye,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DetonatioN FocusMe,omen,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DetonatioN FocusMe,cypher,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,DetonatioN FocusMe,sage,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,T1,skye,3,2,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,T1,raze,3,2,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,T1,viper,3,2,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,T1,harbor,3,2,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,T1,gekko,3,2,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DRX,jett,1,1,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DRX,skye,2,3,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DRX,raze,2,3,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DRX,viper,2,3,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DRX,harbor,2,1,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DRX,kayo,1,2,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DRX,brimstone,0,2,5
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Paper Rex,skye,3,0,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Paper Rex,raze,3,0,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Paper Rex,astra,1,0,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Paper Rex,harbor,3,0,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Paper Rex,reyna,3,0,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Paper Rex,brimstone,2,0,3
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Team Secret,skye,0,2,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Team Secret,raze,0,2,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Team Secret,viper,0,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Team Secret,harbor,0,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Team Secret,sage,0,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Team Secret,jett,0,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Team Secret,brimstone,0,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Team Secret,gekko,0,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,ZETA DIVISION,jett,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,ZETA DIVISION,skye,1,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,ZETA DIVISION,viper,0,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,ZETA DIVISION,harbor,0,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,ZETA DIVISION,sage,0,1,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,ZETA DIVISION,raze,1,0,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,ZETA DIVISION,breach,1,0,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,ZETA DIVISION,brimstone,1,0,2
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Talon Esports,skye,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Talon Esports,raze,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Talon Esports,viper,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Talon Esports,harbor,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Talon Esports,cypher,1,0,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Rex Regum Qeon,skye,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Rex Regum Qeon,raze,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Rex Regum Qeon,viper,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Rex Regum Qeon,sova,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,Rex Regum Qeon,brimstone,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DetonatioN FocusMe,skye,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DetonatioN FocusMe,raze,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DetonatioN FocusMe,viper,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DetonatioN FocusMe,harbor,0,1,1
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,DetonatioN FocusMe,sage,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,Giants Gaming,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,Giants Gaming,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,Giants Gaming,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,Giants Gaming,skye,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,Giants Gaming,harbor,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,FUT Esports,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,FUT Esports,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,FUT Esports,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,FUT Esports,breach,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,FUT Esports,gekko,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Liquid,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Liquid,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Liquid,sova,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Liquid,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Vitality,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Vitality,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Vitality,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Vitality,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Team Vitality,sova,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Giants Gaming,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Giants Gaming,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Giants Gaming,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Giants Gaming,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,Giants Gaming,sova,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,FUT Esports,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,FUT Esports,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,FUT Esports,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,FUT Esports,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,FUT Esports,sova,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Liquid,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Liquid,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Liquid,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Liquid,fade,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Liquid,breach,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Vitality,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Vitality,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Vitality,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Vitality,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,Team Vitality,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Liquid,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Liquid,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Liquid,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Liquid,skye,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Vitality,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Vitality,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Vitality,skye,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Vitality,brimstone,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,Team Vitality,sage,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FNATIC,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FNATIC,skye,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FNATIC,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FNATIC,cypher,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FNATIC,brimstone,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FUT Esports,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FUT Esports,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FUT Esports,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FUT Esports,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,FUT Esports,brimstone,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Natus Vincere,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Natus Vincere,skye,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Natus Vincere,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Natus Vincere,cypher,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Natus Vincere,brimstone,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Team Liquid,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Team Liquid,skye,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Team Liquid,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,Team Liquid,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FNATIC,skye,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FNATIC,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FNATIC,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FNATIC,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FNATIC,breach,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FUT Esports,skye,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FUT Esports,cypher,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FUT Esports,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FUT Esports,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,FUT Esports,astra,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Natus Vincere,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Natus Vincere,skye,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Natus Vincere,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Natus Vincere,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Natus Vincere,astra,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Team Liquid,skye,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Team Liquid,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Team Liquid,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,Team Liquid,sage,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FNATIC,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FNATIC,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FNATIC,astra,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FNATIC,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FNATIC,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FUT Esports,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FUT Esports,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FUT Esports,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FUT Esports,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,FUT Esports,neon,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,FNATIC,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,FNATIC,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,FNATIC,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,FNATIC,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,FNATIC,astra,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,Team Liquid,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,Team Liquid,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,Team Liquid,fade,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,Team Liquid,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,Team Liquid,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,FNATIC,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,FNATIC,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,FNATIC,skye,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,FNATIC,brimstone,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,FNATIC,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,Team Liquid,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,Team Liquid,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,Team Liquid,fade,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,Team Liquid,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,Team Liquid,skye,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,FNATIC,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,FNATIC,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,FNATIC,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,FNATIC,astra,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,FNATIC,viper,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,Team Liquid,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,Team Liquid,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,Team Liquid,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,Team Liquid,fade,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,Team Liquid,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,FNATIC,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,FNATIC,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,FNATIC,omen,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,FNATIC,sova,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,FNATIC,kayo,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,Team Liquid,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,Team Liquid,sova,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,Team Liquid,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,Team Liquid,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,FNATIC,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,FNATIC,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,FNATIC,breach,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,FNATIC,sova,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,FNATIC,astra,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,Team Liquid,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,Team Liquid,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,Team Liquid,omen,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,Team Liquid,breach,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,Team Liquid,skye,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,FNATIC,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,FNATIC,raze,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,FNATIC,fade,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,FNATIC,breach,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,FNATIC,brimstone,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,Team Liquid,raze,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,Team Liquid,fade,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,Team Liquid,breach,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,Team Liquid,cypher,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,Team Liquid,brimstone,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Natus Vincere,jett,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Natus Vincere,killjoy,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Natus Vincere,kayo,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Natus Vincere,sova,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Natus Vincere,astra,1,0,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Giants Gaming,jett,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Giants Gaming,killjoy,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Giants Gaming,viper,0,1,1
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,Giants Gaming,skye,0,1,1
