Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 5,Haven,2,32%,68%
Champions Tour EMEA Stage 2: Challengers,Group Stage,Week 5,Split,2,41%,59%
Champions Tour EMEA Stage 2: Challengers,All Stages,All Match Types,All Maps,101,49%,51%
Champions Tour EMEA Stage 2: Challengers,All Stages,All Match Types,Icebox,20,50%,50%
Champions Tour EMEA Stage 2: Challengers,All Stages,All Match Types,Fracture,17,46%,54%
Champions Tour EMEA Stage 2: Challengers,All Stages,All Match Types,Ascent,15,49%,51%
Champions Tour EMEA Stage 2: Challengers,All Stages,All Match Types,Bind,14,52%,48%
Champions Tour EMEA Stage 2: Challengers,All Stages,All Match Types,Haven,13,47%,53%
Champions Tour EMEA Stage 2: Challengers,All Stages,All Match Types,Split,12,47%,53%
Champions Tour EMEA Stage 2: Challengers,All Stages,All Match Types,Breeze,10,52%,48%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,All Maps,9,48%,52%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Breeze,3,54%,46%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Fracture,2,48%,52%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Haven,2,38%,62%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Ascent,1,46%,54%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Icebox,1,47%,53%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,All Maps,4,53%,47%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Bind,1,42%,58%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Haven,1,50%,50%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Icebox,1,82%,18%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Split,1,48%,52%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Final,All Maps,3,42%,58%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Final,Ascent,1,42%,58%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Final,Bind,1,42%,58%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Upper Final,Haven,1,44%,56%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,All Maps,6,46%,54%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Bind,2,67%,33%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Ascent,1,37%,63%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Fracture,1,39%,61%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Icebox,1,52%,48%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Split,1,22%,78%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,All Maps,4,39%,61%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Ascent,1,29%,71%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Bind,1,39%,61%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Breeze,1,62%,38%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Split,1,29%,71%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 3,All Maps,3,61%,39%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 3,Haven,1,65%,35%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 3,Icebox,1,50%,50%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Round 3,Split,1,65%,35%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Final,All Maps,2,43%,57%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Final,Ascent,1,43%,57%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Lower Final,Fracture,1,42%,58%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Grand Final,All Maps,4,42%,58%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Grand Final,Ascent,1,24%,76%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Grand Final,Bind,1,50%,50%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Grand Final,Haven,1,50%,50%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Grand Final,Split,1,43%,57%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Match 5/6,All Maps,3,36%,64%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Match 5/6,Bind,1,45%,55%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Match 5/6,Icebox,1,17%,83%
Champions Tour Turkey Stage 1: Challengers 2,Closed Qualifier,Match 5/6,Split,1,47%,53%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,All Maps,67,50%,50%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Ascent,13,49%,51%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Icebox,13,57%,43%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Bind,11,39%,61%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Breeze,9,59%,41%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Haven,9,49%,51%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Split,9,44%,56%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 64,Fracture,3,48%,52%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,All Maps,35,53%,47%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Icebox,8,56%,44%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Ascent,7,54%,46%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Breeze,5,45%,55%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Haven,5,62%,38%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Split,5,48%,52%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Bind,4,51%,49%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 32,Fracture,1,61%,39%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,All Maps,18,57%,43%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Haven,5,61%,39%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Icebox,4,63%,37%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Ascent,3,57%,43%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Bind,3,54%,46%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Breeze,2,50%,50%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Round of 16,Split,1,50%,50%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,All Maps,9,50%,50%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Ascent,2,29%,71%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Haven,2,73%,27%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Icebox,2,39%,61%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Bind,1,62%,38%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Fracture,1,63%,37%
Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Split,1,39%,61%
Champions Tour Turkey Stage 1: Challengers 2,All Stages,All Match Types,All Maps,167,50%,50%
Champions Tour Turkey Stage 1: Challengers 2,All Stages,All Match Types,Icebox,32,55%,45%
Champions Tour Turkey Stage 1: Challengers 2,All Stages,All Match Types,Ascent,31,47%,53%
Champions Tour Turkey Stage 1: Challengers 2,All Stages,All Match Types,Haven,27,55%,45%
Champions Tour Turkey Stage 1: Challengers 2,All Stages,All Match Types,Bind,26,47%,53%
Champions Tour Turkey Stage 1: Challengers 2,All Stages,All Match Types,Split,22,44%,56%
Champions Tour Turkey Stage 1: Challengers 2,All Stages,All Match Types,Breeze,20,54%,46%
Champions Tour Turkey Stage 1: Challengers 2,All Stages,All Match Types,Fracture,9,49%,51%
Valorant Conquerors Championship,Grand Finals,Upper Semifinals,All Maps,5,56%,44%
Valorant Conquerors Championship,Grand Finals,Upper Semifinals,Bind,1,47%,53%
Valorant Conquerors Championship,Grand Finals,Upper Semifinals,Breeze,1,56%,44%
Valorant Conquerors Championship,Grand Finals,Upper Semifinals,Haven,1,71%,29%
Valorant Conquerors Championship,Grand Finals,Upper Semifinals,Icebox,1,57%,43%
Valorant Conquerors Championship,Grand Finals,Upper Semifinals,Split,1,48%,52%
Valorant Conquerors Championship,Grand Finals,Upper Final,All Maps,3,56%,44%
Valorant Conquerors Championship,Grand Finals,Upper Final,Breeze,1,58%,42%
Valorant Conquerors Championship,Grand Finals,Upper Final,Haven,1,39%,61%
Valorant Conquerors Championship,Grand Finals,Upper Final,Icebox,1,67%,33%
Valorant Conquerors Championship,Grand Finals,Grand Final,All Maps,5,51%,49%
Valorant Conquerors Championship,Grand Finals,Grand Final,Bind,1,19%,81%
Valorant Conquerors Championship,Grand Finals,Grand Final,Breeze,1,67%,33%
Valorant Conquerors Championship,Grand Finals,Grand Final,Haven,1,54%,46%
Valorant Conquerors Championship,Grand Finals,Grand Final,Icebox,1,65%,35%
Valorant Conquerors Championship,Grand Finals,Grand Final,Split,1,50%,50%
Valorant Conquerors Championship,Grand Finals,Lower Round 1,All Maps,2,59%,41%
Valorant Conquerors Championship,Grand Finals,Lower Round 1,Split,1,59%,41%
Valorant Conquerors Championship,Grand Finals,Lower Round 1,Bind,1,59%,41%
Valorant Conquerors Championship,Grand Finals,Lower Final,All Maps,2,44%,56%
Valorant Conquerors Championship,Grand Finals,Lower Final,Split,1,48%,52%
Valorant Conquerors Championship,Grand Finals,Lower Final,Haven,1,39%,61%
Valorant Conquerors Championship,Playoffs,Opening (A),All Maps,4,50%,50%
Valorant Conquerors Championship,Playoffs,Opening (A),Ascent,1,50%,50%
Valorant Conquerors Championship,Playoffs,Opening (A),Breeze,1,59%,41%
Valorant Conquerors Championship,Playoffs,Opening (A),Icebox,1,42%,58%
Valorant Conquerors Championship,Playoffs,Opening (A),Split,1,47%,53%
Valorant Conquerors Championship,Playoffs,Winner's (A),All Maps,2,60%,40%
Valorant Conquerors Championship,Playoffs,Winner's (A),Ascent,1,31%,69%
Valorant Conquerors Championship,Playoffs,Winner's (A),Bind,1,84%,16%
Valorant Conquerors Championship,Playoffs,Elimination (A),All Maps,3,50%,50%
Valorant Conquerors Championship,Playoffs,Elimination (A),Bind,1,43%,57%
Valorant Conquerors Championship,Playoffs,Elimination (A),Breeze,1,68%,32%
Valorant Conquerors Championship,Playoffs,Elimination (A),Haven,1,39%,61%
Valorant Conquerors Championship,Playoffs,Decider (A),All Maps,3,48%,52%
Valorant Conquerors Championship,Playoffs,Decider (A),Bind,1,37%,63%
Valorant Conquerors Championship,Playoffs,Decider (A),Breeze,1,54%,46%
Valorant Conquerors Championship,Playoffs,Decider (A),Split,1,50%,50%
Valorant Conquerors Championship,Playoffs,Opening (B),All Maps,5,46%,54%
Valorant Conquerors Championship,Playoffs,Opening (B),Breeze,2,37%,63%
Valorant Conquerors Championship,Playoffs,Opening (B),Bind,1,41%,59%
Valorant Conquerors Championship,Playoffs,Opening (B),Haven,1,41%,59%
Valorant Conquerors Championship,Playoffs,Opening (B),Split,1,72%,28%
Valorant Conquerors Championship,Playoffs,Winner's (B),All Maps,3,33%,67%
Valorant Conquerors Championship,Playoffs,Winner's (B),Bind,1,26%,74%
Valorant Conquerors Championship,Playoffs,Winner's (B),Haven,1,25%,75%
Valorant Conquerors Championship,Playoffs,Winner's (B),Split,1,46%,54%
Valorant Conquerors Championship,Playoffs,Elimination (B),All Maps,2,44%,56%
Valorant Conquerors Championship,Playoffs,Elimination (B),Ascent,1,50%,50%
Valorant Conquerors Championship,Playoffs,Elimination (B),Bind,1,39%,61%
Valorant Conquerors Championship,Playoffs,Decider (B),All Maps,2,48%,52%
Valorant Conquerors Championship,Playoffs,Decider (B),Ascent,1,29%,71%
Valorant Conquerors Championship,Playoffs,Decider (B),Breeze,1,69%,31%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Round 1,All Maps,5,49%,51%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Round 1,Ascent,2,60%,40%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Round 1,Bind,1,35%,65%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Round 1,Haven,1,46%,54%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Round 1,Split,1,47%,53%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Semifinals,All Maps,4,49%,51%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Semifinals,Breeze,2,49%,51%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Semifinals,Ascent,1,56%,44%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Semifinals,Bind,1,41%,59%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Round 1,All Maps,3,50%,50%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Round 1,Ascent,1,55%,45%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Round 1,Breeze,1,19%,81%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Round 1,Haven,1,72%,28%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Finals,All Maps,2,33%,67%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Finals,Split,1,17%,83%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Bracket Finals,Bind,1,48%,52%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Round 2,All Maps,2,53%,47%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Round 2,Ascent,1,33%,67%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Round 2,Haven,1,65%,35%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Finals,All Maps,3,58%,42%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Finals,Ascent,1,55%,45%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Finals,Bind,1,79%,21%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Bracket Finals,Breeze,1,38%,62%
Valorant Conquerors Championship,Wildcard Qualifier,Grand Finals,All Maps,2,53%,47%
Valorant Conquerors Championship,Wildcard Qualifier,Grand Finals,Breeze,1,44%,56%
Valorant Conquerors Championship,Wildcard Qualifier,Grand Finals,Haven,1,61%,39%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,All Maps,9,52%,48%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,Ascent,4,58%,42%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,Bind,3,47%,53%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,Breeze,1,42%,58%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,Haven,1,53%,47%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Semifinals,All Maps,4,49%,51%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Semifinals,Ascent,2,51%,49%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Semifinals,Breeze,2,48%,52%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Grand Finals,All Maps,3,47%,53%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Grand Finals,Ascent,1,55%,45%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Grand Finals,Bind,1,35%,65%
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Grand Finals,Haven,1,50%,50%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,All Maps,16,45%,55%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Haven,6,44%,56%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Ascent,3,40%,60%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Split,3,57%,43%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Icebox,2,51%,49%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Bind,1,21%,79%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Breeze,1,42%,58%
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,All Maps,8,51%,49%
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,Haven,3,70%,30%
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,Ascent,2,45%,55%
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,Breeze,1,39%,61%
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,Fracture,1,38%,62%
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,Icebox,1,29%,71%
Valorant Conquerors Championship,India Qualifier #2,Semifinals,All Maps,5,50%,50%
Valorant Conquerors Championship,India Qualifier #2,Semifinals,Ascent,1,30%,70%
Valorant Conquerors Championship,India Qualifier #2,Semifinals,Bind,1,67%,33%
Valorant Conquerors Championship,India Qualifier #2,Semifinals,Breeze,1,56%,44%
Valorant Conquerors Championship,India Qualifier #2,Semifinals,Haven,1,63%,38%
Valorant Conquerors Championship,India Qualifier #2,Semifinals,Split,1,31%,69%
Valorant Conquerors Championship,India Qualifier #2,Grand Finals,All Maps,3,60%,40%
Valorant Conquerors Championship,India Qualifier #2,Grand Finals,Breeze,1,50%,50%
Valorant Conquerors Championship,India Qualifier #2,Grand Finals,Haven,1,77%,23%
Valorant Conquerors Championship,India Qualifier #2,Grand Finals,Split,1,50%,50%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Quarterfinals,All Maps,6,53%,47%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Quarterfinals,Ascent,2,52%,48%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Quarterfinals,Icebox,2,56%,44%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Quarterfinals,Bind,1,47%,53%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Quarterfinals,Split,1,56%,44%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Semifinals,All Maps,4,45%,55%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Semifinals,Split,2,55%,45%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Semifinals,Ascent,2,34%,66%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Grand Final,All Maps,3,41%,59%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Grand Final,Ascent,1,18%,82%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Grand Final,Haven,1,33%,67%
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Grand Final,Split,1,79%,21%
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,All Maps,9,60%,40%
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,Haven,3,59%,41%
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,Icebox,3,66%,34%
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,Ascent,1,69%,31%
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,Breeze,1,58%,42%
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,Split,1,45%,55%
Valorant Conquerors Championship,Bangladesh Qualifier,Semifinals,All Maps,5,54%,46%
Valorant Conquerors Championship,Bangladesh Qualifier,Semifinals,Bind,2,59%,41%
Valorant Conquerors Championship,Bangladesh Qualifier,Semifinals,Haven,2,47%,53%
Valorant Conquerors Championship,Bangladesh Qualifier,Semifinals,Fracture,1,58%,42%
Valorant Conquerors Championship,Bangladesh Qualifier,Grand Final,All Maps,4,40%,60%
Valorant Conquerors Championship,Bangladesh Qualifier,Grand Final,Ascent,1,50%,50%
Valorant Conquerors Championship,Bangladesh Qualifier,Grand Final,Bind,1,26%,74%
Valorant Conquerors Championship,Bangladesh Qualifier,Grand Final,Haven,1,29%,71%
Valorant Conquerors Championship,Bangladesh Qualifier,Grand Final,Icebox,1,54%,46%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Quarterfinals,All Maps,9,54%,46%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Quarterfinals,Ascent,3,54%,46%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Quarterfinals,Icebox,3,61%,39%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Quarterfinals,Bind,2,51%,49%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Quarterfinals,Haven,1,41%,59%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Semifinals,All Maps,4,50%,50%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Semifinals,Ascent,2,51%,49%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Semifinals,Bind,1,56%,44%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Semifinals,Split,1,42%,58%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Grand Final,All Maps,3,54%,46%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Grand Final,Breeze,1,45%,55%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Grand Final,Icebox,1,43%,57%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier,Grand Final,Split,1,75%,25%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,All Maps,17,55%,45%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Ascent,4,43%,57%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Breeze,3,66%,34%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Haven,3,53%,47%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Bind,2,54%,46%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Fracture,2,65%,35%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Split,2,55%,45%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Icebox,1,44%,56%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,All Maps,10,52%,48%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Haven,3,53%,47%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Icebox,2,48%,52%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Ascent,1,28%,72%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Bind,1,67%,33%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Breeze,1,55%,45%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Fracture,1,52%,48%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Split,1,67%,33%
Valorant Conquerors Championship,India Qualifier #1,Semifinals,All Maps,4,49%,51%
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Bind,2,37%,63%
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Fracture,1,59%,41%
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Icebox,1,65%,35%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,All Maps,4,60%,40%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Ascent,1,50%,50%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Bind,1,53%,47%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Haven,1,65%,35%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Icebox,1,70%,30%
Valorant Conquerors Championship,All Stages,All Match Types,All Maps,192,51%,49%
Valorant Conquerors Championship,All Stages,All Match Types,Ascent,41,47%,53%
Valorant Conquerors Championship,All Stages,All Match Types,Haven,39,52%,48%
Valorant Conquerors Championship,All Stages,All Match Types,Bind,32,47%,53%
Valorant Conquerors Championship,All Stages,All Match Types,Breeze,27,52%,48%
Valorant Conquerors Championship,All Stages,All Match Types,Split,25,53%,47%
Valorant Conquerors Championship,All Stages,All Match Types,Icebox,22,56%,44%
Valorant Conquerors Championship,All Stages,All Match Types,Fracture,6,56%,44%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,All Maps,9,58%,42%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Icebox,3,64%,36%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Haven,2,54%,46%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Bind,1,37%,63%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Breeze,1,71%,29%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Fracture,1,50%,50%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Split,1,65%,35%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,All Maps,4,50%,50%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Ascent,1,50%,50%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Fracture,1,44%,56%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Haven,1,58%,42%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Split,1,48%,52%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Final,All Maps,3,52%,48%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Final,Bind,1,17%,83%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Final,Icebox,1,59%,41%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Upper Final,Split,1,71%,29%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Grand Final,All Maps,5,59%,41%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Grand Final,Bind,1,57%,43%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Grand Final,Breeze,1,50%,50%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Grand Final,Haven,1,65%,35%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Grand Final,Icebox,1,58%,42%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Grand Final,Split,1,69%,31%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,All Maps,5,51%,49%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Breeze,1,74%,26%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Fracture,1,39%,61%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Haven,1,21%,79%
