Tournament,Stage,Match Type,Player,Team,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Lysoar,FunPlus Phoenix,killjoy,68,,236.3,1.4,,,0.87,0.21,,,,,,22,59,42,14,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,rin,Bilibili Gaming,brimstone,22,,153,0.73,,,0.5,0.55,,,,,,11,11,15,12,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,rin,Bilibili Gaming,killjoy,46,,164.5,0.84,,,0.59,0.15,,,,,,14,27,32,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,rin,Bilibili Gaming,omen,37,,184,1.14,,,0.65,0.54,,,,,,14,24,21,20,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,rin,Bilibili Gaming,"killjoy, brimstone, omen",105,,170,0.91,,,0.59,0.37,,,,,,14,62,68,39,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Biank,Bilibili Gaming,fade,24,,237,1.11,,,0.83,0.33,,,,,,20,20,18,8,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Biank,Bilibili Gaming,harbor,22,,173,0.76,,,0.59,0.36,,,,,,13,13,17,8,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Biank,Bilibili Gaming,skye,41,,193,1.12,,,0.71,0.37,,,,,,17,29,26,15,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Biank,Bilibili Gaming,"harbor, skye, fade",105,,203.4,1.09,,,0.72,0.35,,,,,,20,76,70,37,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,whzy,Bilibili Gaming,jett,40,,232,1.17,,,0.85,0.13,,,,,,19,34,29,5,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,whzy,Bilibili Gaming,raze,65,,299.7,1.45,,,1.05,0.29,,,,,,24,68,47,19,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,whzy,Bilibili Gaming,"jett, raze",105,,272.6,1.34,,,0.97,0.23,,,,,,24,102,76,24,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Yosemite,Bilibili Gaming,killjoy,18,,242,1.64,,,1,0.11,,,,,,18,18,11,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Yosemite,Bilibili Gaming,viper,87,,210,1.14,,,0.75,0.44,,,,,,21,65,57,38,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Yosemite,Bilibili Gaming,"killjoy, viper",105,,216.4,1.22,,,0.79,0.38,,,,,,21,83,68,40,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Knight,Bilibili Gaming,omen,24,,206,1.06,,,0.71,0.46,,,,,,17,17,16,11,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Knight,Bilibili Gaming,skye,22,,267,1.18,,,0.91,0.41,,,,,,20,20,17,9,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Knight,Bilibili Gaming,"skye, omen",105,,197.2,1.04,,,0.71,0.35,,,,,,20,75,72,37,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,nizhaoTZH,FunPlus Phoenix,brimstone,22,,133,0.56,,,0.41,0.32,,,,,,9,9,16,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,nizhaoTZH,FunPlus Phoenix,omen,19,,125,0.5,,,0.42,0.37,,,,,,8,8,16,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,nizhaoTZH,FunPlus Phoenix,viper,24,,152,0.72,,,0.54,0.58,,,,,,13,13,18,14,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,nizhaoTZH,FunPlus Phoenix,"brimstone, viper, omen",105,,146.4,0.66,,,0.5,0.41,,,,,,14,52,79,43,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,BerLIN,FunPlus Phoenix,fade,22,,225,1.13,,,0.82,0.5,,,,,,18,18,16,11,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,BerLIN,FunPlus Phoenix,harbor,24,,149,0.63,,,0.5,0.58,,,,,,12,12,19,14,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,BerLIN,FunPlus Phoenix,omen,40,,221.5,1.03,,,0.78,0.6,,,,,,16,31,30,24,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,BerLIN,FunPlus Phoenix,"harbor, omen, fade",105,,191.2,0.86,,,0.66,0.52,,,,,,18,69,80,55,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,AAAAY,FunPlus Phoenix,fade,19,,129,0.5,,,0.42,0.21,,,,,,8,8,16,4,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,AAAAY,FunPlus Phoenix,skye,62,,221,1.13,,,0.82,0.26,,,,,,21,51,45,16,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,AAAAY,FunPlus Phoenix,"skye, fade",105,,197.8,0.99,,,0.74,0.22,,,,,,21,78,79,23,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Yuicaw,FunPlus Phoenix,jett,81,,187,0.84,,,0.67,0.2,,,,,,22,54,64,16,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Yuicaw,FunPlus Phoenix,raze,24,,241,1.19,,,0.79,0.42,,,,,,19,19,16,10,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Yuicaw,FunPlus Phoenix,"jett, raze",105,,197.8,0.91,,,0.7,0.25,,,,,,22,73,80,26,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lysoar,FunPlus Phoenix,killjoy,64,,213.3,0.92,,,0.7,0.25,,,,,,22,45,49,16,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lysoar,FunPlus Phoenix,viper,19,,294,1.19,,,1,0.37,,,,,,19,19,16,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lysoar,FunPlus Phoenix,"killjoy, viper",105,,234.8,1,,,0.77,0.33,,,,,,22,81,81,35,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,ICEKING,Trace Esports,astra,34,,153,0.82,,,0.53,0.41,,,,,,18,18,22,14,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,ICEKING,Trace Esports,breach,22,,298,1.77,,,1.05,0.59,,,,,,23,23,13,13,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,ICEKING,Trace Esports,"astra, breach",56,,225.5,1.17,,,0.73,0.48,,,,,,23,41,35,27,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,YOU,Trace Esports,fade,34,,254,1.67,,,1.03,0.32,,,,,,35,35,21,11,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,YOU,Trace Esports,sova,22,,248,1.46,,,0.86,0.32,,,,,,19,19,13,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,YOU,Trace Esports,"sova, fade",56,,251,1.59,,,0.96,0.32,,,,,,35,54,34,18,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,heybay,Trace Esports,jett,22,,75,0.32,,,0.27,0.09,,,,,,6,6,19,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,heybay,Trace Esports,killjoy,34,,193,0.96,,,0.65,0.18,,,,,,22,22,23,6,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,heybay,Trace Esports,"killjoy, jett",56,,134,0.67,,,0.5,0.14,,,,,,22,28,42,8,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,FengF,Trace Esports,killjoy,22,,309,1.67,,,1.14,0.14,,,,,,25,25,15,3,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,FengF,Trace Esports,raze,34,,293,1.43,,,0.97,0.21,,,,,,33,33,23,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,FengF,Trace Esports,"killjoy, raze",56,,301,1.53,,,1.04,0.18,,,,,,33,58,38,10,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Flex1n,Trace Esports,omen,22,,248,1.06,,,0.86,0.64,,,,,,19,19,18,14,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Flex1n,Trace Esports,viper,34,,219,1.25,,,0.74,0.53,,,,,,25,25,20,18,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Flex1n,Trace Esports,"omen, viper",56,,233.5,1.16,,,0.79,0.57,,,,,,25,44,38,32,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Cyah,Monarch Effect,astra,15,,267,1.75,,,0.93,0.4,,,,,,14,14,8,6,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Cyah,Monarch Effect,viper,43,,132.5,0.56,,,0.44,0.21,,,,,,11,19,34,9,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Cyah,Monarch Effect,"astra, viper",58,,177.3,0.79,,,0.57,0.26,,,,,,14,33,42,15,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,LINK,Monarch Effect,cypher,24,,298,1.41,,,1,0.25,,,,,,24,24,17,6,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,LINK,Monarch Effect,killjoy,19,,95,0.38,,,0.32,0.11,,,,,,6,6,16,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,LINK,Monarch Effect,viper,15,,180,2,,,0.67,0.47,,,,,,10,10,5,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,LINK,Monarch Effect,"cypher, killjoy, viper",58,,191,1.05,,,0.69,0.26,,,,,,24,40,38,15,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,alulba,Monarch Effect,harbor,43,,259,1.43,,,1,0.21,,,,,,28,43,30,9,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Chaos,Monarch Effect,jett,19,,302,1.43,,,1.05,0.11,,,,,,20,20,14,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Chaos,Monarch Effect,raze,39,,215,1.16,,,0.74,0.21,,,,,,16,29,25,8,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Chaos,Monarch Effect,"jett, raze",58,,244,1.26,,,0.84,0.17,,,,,,20,49,39,10,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,FFs,Monarch Effect,skye,58,,237.7,1.13,,,0.76,0.43,,,,,,15,44,39,25,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Xiaonuo,Royal Never Give Up,astra,15,,175,0.57,,,0.53,0,,,,,,8,8,14,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Xiaonuo,Royal Never Give Up,killjoy,19,,144,1,,,0.63,0.16,,,,,,12,12,12,3,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Xiaonuo,Royal Never Give Up,viper,24,,156,0.81,,,0.54,0.21,,,,,,13,13,16,5,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Xiaonuo,Royal Never Give Up,"killjoy, astra, viper",58,,158.3,0.79,,,0.57,0.14,,,,,,13,33,42,8,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,signed,Royal Never Give Up,breach,19,,179,0.79,,,0.58,0.63,,,,,,11,11,14,12,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,signed,Royal Never Give Up,skye,39,,144.5,0.61,,,0.51,0.33,,,,,,14,20,33,13,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,signed,Royal Never Give Up,"skye, breach",58,,156,0.66,,,0.53,0.43,,,,,,14,31,47,25,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zcc,Royal Never Give Up,brimstone,24,,177,0.88,,,0.58,0.46,,,,,,14,14,16,11,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zcc,Royal Never Give Up,omen,19,,208,0.8,,,0.63,0.89,,,,,,12,12,15,17,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zcc,Royal Never Give Up,raze,15,,101,0.33,,,0.33,0.07,,,,,,5,5,15,1,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zcc,Royal Never Give Up,"raze, brimstone, omen",58,,162,0.67,,,0.53,0.5,,,,,,14,31,46,29,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,SWERL,Royal Never Give Up,jett,58,,280.7,1.36,,,1.03,0.17,,,,,,27,60,44,10,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Sorrys,Royal Never Give Up,raze,24,,249,0.9,,,0.79,0.42,,,,,,19,19,21,10,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Sorrys,Royal Never Give Up,sova,19,,216,0.8,,,0.63,0.89,,,,,,12,12,15,17,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Sorrys,Royal Never Give Up,viper,15,,107,0.33,,,0.33,0.2,,,,,,5,5,15,3,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Sorrys,Royal Never Give Up,"viper, raze, sova",58,,190.7,0.71,,,0.62,0.52,,,,,,19,36,51,30,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,nos,Weibo Gaming,astra,18,,196,1.08,,,0.72,0.44,,,,,,13,13,12,8,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,nos,Weibo Gaming,brimstone,22,,109,0.62,,,0.36,0.23,,,,,,8,8,13,5,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,nos,Weibo Gaming,omen,23,,107,0.42,,,0.35,0.26,,,,,,8,8,19,6,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,nos,Weibo Gaming,"brimstone, astra, omen",63,,137.3,0.66,,,0.46,0.3,,,,,,13,29,44,19,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zoomer,Weibo Gaming,breach,23,,199,1,,,0.74,0.39,,,,,,17,17,17,9,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zoomer,Weibo Gaming,skye,40,,276,2.05,,,1.08,0.3,0.18,,,,,25,43,21,12,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zoomer,Weibo Gaming,"skye, breach",63,,250.3,1.58,,,0.95,0.33,0.18,,,,,25,60,38,21,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,R1ckLeexD,Weibo Gaming,cypher,22,,227,1.38,,,0.82,0.14,,,,,,18,18,13,3,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,R1ckLeexD,Weibo Gaming,killjoy,23,,180,0.94,,,0.65,0.09,,,,,,15,15,16,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,R1ckLeexD,Weibo Gaming,viper,18,,208,1.4,,,0.78,0.11,,,,,,14,14,10,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,R1ckLeexD,Weibo Gaming,"cypher, killjoy, viper",63,,205,1.21,,,0.75,0.11,,,,,,18,47,39,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Maple,Weibo Gaming,jett,41,,272.5,1.37,,,1,0.15,0.35,,,,,25,41,30,6,8,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Maple,Weibo Gaming,raze,22,,175,0.87,,,0.59,0.23,,,,,,13,13,15,5,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Maple,Weibo Gaming,"jett, raze",63,,240,1.2,,,0.86,0.17,0.35,,,,,25,54,45,11,8,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,pl1xx,Weibo Gaming,raze,18,,268,1.89,,,0.94,0.28,0.06,,,,,17,17,9,5,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,pl1xx,Weibo Gaming,reyna,22,,209,1.31,,,0.77,0.23,,,,,,17,17,13,5,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,pl1xx,Weibo Gaming,sova,23,,214,0.8,,,0.7,0.35,,,,,,16,16,20,8,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,pl1xx,Weibo Gaming,"reyna, raze, sova",63,,230.3,1.19,,,0.79,0.29,0.06,,,,,17,50,42,18,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lumo,Four Angry Men,breach,22,,284,1.17,,,0.95,0.59,,,,,,21,21,18,13,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lumo,Four Angry Men,skye,34,,191,1,,,0.68,0.29,,,,,,23,23,23,10,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lumo,Four Angry Men,"skye, breach",56,,237.5,1.07,,,0.79,0.41,,,,,,23,44,41,23,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Strawberrycc,Four Angry Men,jett,22,,200,0.75,,,0.68,0.09,,,,,,15,15,20,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Strawberrycc,Four Angry Men,raze,34,,204,0.75,,,0.62,0.32,,,,,,21,21,28,11,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Strawberrycc,Four Angry Men,"jett, raze",56,,202,0.75,,,0.64,0.23,,,,,,21,36,48,13,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,XuAN,Four Angry Men,killjoy,56,,212.5,0.81,,,0.68,0.2,,,,,,19,38,47,11,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Ace,Four Angry Men,omen,56,,188.5,0.91,,,0.71,0.32,,,,,,27,40,44,18,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,sphiry,Four Angry Men,sova,22,,106,0.53,,,0.45,0.14,,,,,,10,10,19,3,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,sphiry,Four Angry Men,viper,34,,163,0.73,,,0.56,0.18,,,,,,19,19,26,6,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,sphiry,Four Angry Men,"viper, sova",56,,134.5,0.64,,,0.52,0.16,,,,,,19,29,45,9,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,B3ar,Shenzhen NTER,breach,22,,141,0.59,,,0.45,0.64,,,,,,10,10,17,14,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,B3ar,Shenzhen NTER,harbor,17,,160,0.6,,,0.53,0.59,,,,,,9,9,15,10,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,B3ar,Shenzhen NTER,"harbor, breach",39,,150.5,0.59,,,0.49,0.62,,,,,,10,19,32,24,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Eren,Shenzhen NTER,fade,22,,127,0.53,,,0.41,0.27,,,,,,9,9,17,6,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Eren,Shenzhen NTER,skye,17,,119,0.31,,,0.29,0.41,0,,,,,5,5,16,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Eren,Shenzhen NTER,"skye, fade",39,,123,0.42,,,0.36,0.33,0,,,,,9,14,33,13,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Spring,Shenzhen NTER,jett,17,,223,0.8,,,0.71,0.24,,,,,,12,12,15,4,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Spring,Shenzhen NTER,raze,22,,341,1.33,,,1.09,0.27,0.23,,,,,24,24,18,6,5,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Spring,Shenzhen NTER,"jett, raze",39,,282,1.09,,,0.92,0.26,0.23,,,,,24,36,33,10,5,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Septem7,Shenzhen NTER,killjoy,39,,147,0.51,,,0.46,0.08,,,,,,11,18,35,3,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,AC,Shenzhen NTER,omen,22,,144,0.65,,,0.5,0.68,,,,,,11,11,17,15,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,AC,Shenzhen NTER,viper,17,,261,1.15,,,0.88,0.41,,,,,,15,15,13,7,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,AC,Shenzhen NTER,"omen, viper",39,,202.5,0.87,,,0.67,0.56,,,,,,15,26,30,22,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Ichiro,Dragon Ranger Gaming,breach,41,,147,0.64,,,0.51,0.44,,,,,,14,21,33,18,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Ichiro,Dragon Ranger Gaming,skye,22,,138,0.64,,,0.41,0.36,,,,,,9,9,14,8,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Ichiro,Dragon Ranger Gaming,"skye, breach",63,,144,0.64,,,0.48,0.41,,,,,,14,30,47,26,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Nicc,Dragon Ranger Gaming,brimstone,22,,182,0.72,,,0.59,0.41,,,,,,13,13,18,9,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Nicc,Dragon Ranger Gaming,skye,18,,241,1.07,,,0.83,0.5,0.28,,,,,15,15,14,9,5,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Nicc,Dragon Ranger Gaming,sova,23,,131,0.39,,,0.3,0.61,,,,,,7,7,18,14,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Nicc,Dragon Ranger Gaming,"skye, brimstone, sova",63,,184.7,0.7,,,0.56,0.51,0.28,,,,,15,35,50,32,5,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,PAULTATO,Dragon Ranger Gaming,cypher,18,,164,0.56,,,0.5,0.22,,,,,,9,9,16,4,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,PAULTATO,Dragon Ranger Gaming,killjoy,23,,276,1.92,,,1.09,0.22,,,,,,25,25,13,5,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,PAULTATO,Dragon Ranger Gaming,raze,22,,222,1.21,,,0.77,0.05,,,,,,17,17,14,1,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,PAULTATO,Dragon Ranger Gaming,"cypher, killjoy, raze",63,,220.7,1.19,,,0.81,0.16,,,,,,25,51,43,10,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zeno,Dragon Ranger Gaming,harbor,22,,123,0.5,,,0.41,0.14,,,,,,9,9,18,3,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zeno,Dragon Ranger Gaming,omen,41,,198,0.91,,,0.71,0.15,,,,,,18,29,32,6,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Zeno,Dragon Ranger Gaming,"harbor, omen",63,,173,0.76,,,0.6,0.14,,,,,,18,38,50,9,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TvirusLuke,Dragon Ranger Gaming,jett,23,,297,1.53,,,1.13,0.17,0.26,,,,,26,26,17,4,6,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TvirusLuke,Dragon Ranger Gaming,raze,18,,181,0.69,,,0.61,0.22,,,,,,11,11,16,4,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TvirusLuke,Dragon Ranger Gaming,reyna,22,,230,1.12,,,0.86,0.09,0.18,,,,,19,19,17,2,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TvirusLuke,Dragon Ranger Gaming,"jett, raze, reyna",63,,236,1.12,,,0.89,0.16,0.22,,,,,26,56,50,10,10,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,LuoK1ng,TYLOO,harbor,17,,242,1.63,,,0.76,0.53,0.12,,,,,13,13,8,9,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,LuoK1ng,TYLOO,omen,22,,260,1.83,,,1,0.55,,,,,,22,22,12,12,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,LuoK1ng,TYLOO,"harbor, omen",39,,251,1.75,,,0.9,0.54,0.12,,,,,22,35,20,21,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Ninebody,TYLOO,jett,17,,246,2.25,,,1.06,0,,,,,,18,18,8,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Ninebody,TYLOO,raze,22,,264,1.11,,,0.91,0.23,,,,,,20,20,18,5,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Ninebody,TYLOO,"jett, raze",39,,255,1.46,,,0.97,0.13,,,,,,20,38,26,5,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,SORRYMYBAD,TYLOO,killjoy,39,,154.5,1.05,,,0.56,0.05,,,,,,15,22,21,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,suyjing,TYLOO,skye,39,,210,1.32,,,0.74,0.51,,,,,,16,29,22,20,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Abo,TYLOO,viper,39,,272.5,1.56,,,1,0.36,0.32,,,,,24,39,25,14,7,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,LuoK1ng,TYLOO,astra,24,1.52,260,1.79,79%,160.3,1.04,0.17,0.13,0.04,38%,20%,1/5,25,25,14,4,3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,LuoK1ng,TYLOO,omen,51,1.04,183,0.89,65%,116.8,0.65,0.43,0.04,0.1,26%,40%,4/10,19,33,37,22,2,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,LuoK1ng,TYLOO,"astra, omen",75,1.2,208.7,1.14,69%,130.7,0.77,0.35,0.07,0.08,30%,33%,5/15,25,58,51,26,5,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,maizi,TYLOO,breach,30,0.99,184,0.86,73%,123.1,0.63,0.37,0.03,0.07,26%,,0/2,19,19,22,11,1,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,maizi,TYLOO,skye,24,0.74,99,0.53,83%,72.2,0.33,0.29,0.04,0,21%,,,8,8,15,7,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,maizi,TYLOO,sova,21,1.14,265,1.19,86%,173,0.9,0.14,0.14,0.05,31%,,0/3,19,19,16,3,3,1
