Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Strike Arabia Championship: Finals,All Stages,All Match Types,Haven,5,54%,46%
Strike Arabia Championship: Finals,All Stages,All Match Types,Ascent,4,60%,40%
Strike Arabia Championship: Finals,All Stages,All Match Types,Icebox,3,53%,47%
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,All Maps,44,50%,50%
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Bind,15,49%,51%
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Ascent,9,50%,50%
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Icebox,7,56%,44%
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Split,7,45%,55%
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Haven,4,43%,57%
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Breeze,2,65%,35%
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,All Maps,35,51%,49%
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Ascent,15,50%,50%
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Bind,12,46%,54%
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Split,3,64%,36%
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Breeze,2,49%,51%
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Icebox,2,60%,40%
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Haven,1,65%,35%
Strike Arabia League: Season 3,All Stages,All Match Types,All Maps,79,50%,50%
Strike Arabia League: Season 3,All Stages,All Match Types,Bind,27,47%,53%
Strike Arabia League: Season 3,All Stages,All Match Types,Ascent,24,50%,50%
Strike Arabia League: Season 3,All Stages,All Match Types,Split,10,51%,49%
Strike Arabia League: Season 3,All Stages,All Match Types,Icebox,9,57%,43%
Strike Arabia League: Season 3,All Stages,All Match Types,Haven,5,48%,52%
Strike Arabia League: Season 3,All Stages,All Match Types,Breeze,4,57%,43%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,All Maps,10,53%,47%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,Split,3,47%,53%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,Haven,3,61%,39%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,Bind,2,57%,43%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,Ascent,1,57%,43%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,Icebox,1,31%,69%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Semifinals,All Maps,4,52%,48%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Semifinals,Ascent,1,58%,42%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Semifinals,Bind,1,62%,38%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Semifinals,Haven,1,75%,25%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Semifinals,Icebox,1,13%,88%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 1,All Maps,5,61%,39%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 1,Ascent,1,75%,25%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 1,Bind,1,55%,45%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 1,Breeze,1,39%,61%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 1,Haven,1,55%,45%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 1,Split,1,74%,26%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 2,All Maps,5,48%,52%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 2,Ascent,2,55%,45%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 2,Bind,1,53%,47%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 2,Haven,1,33%,67%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 2,Split,1,47%,53%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Finals,All Maps,3,59%,41%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Finals,Ascent,1,79%,21%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Finals,Breeze,1,52%,48%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Finals,Icebox,1,54%,46%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 3,All Maps,3,55%,45%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 3,Ascent,1,61%,39%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 3,Breeze,1,59%,41%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 3,Icebox,1,46%,54%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Finals,All Maps,2,53%,48%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Finals,Ascent,1,37%,63%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Finals,Haven,1,67%,33%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Grand Finals,All Maps,3,51%,49%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Grand Finals,Bind,1,50%,50%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Grand Finals,Icebox,1,63%,37%
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Grand Finals,Split,1,42%,58%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,All Maps,12,52%,48%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,Bind,4,56%,44%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,Haven,4,54%,46%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,Ascent,3,45%,55%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,Split,1,50%,50%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,All Maps,12,45%,55%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,Haven,3,59%,41%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,Ascent,2,56%,44%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,Bind,2,24%,76%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,Icebox,2,35%,65%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,Split,2,49%,51%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,Breeze,1,33%,67%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,All Maps,11,46%,54%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,Ascent,3,36%,64%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,Haven,3,48%,52%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,Icebox,2,49%,51%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,Split,2,56%,44%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,Bind,1,41%,59%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,All Maps,12,46%,54%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,Ascent,5,43%,57%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,Split,3,41%,59%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,Bind,2,62%,38%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,Breeze,1,32%,68%
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,Haven,1,50%,50%
Champions Tour SEA Stage 3: Challengers Playoffs,All Stages,All Match Types,All Maps,82,50%,50%
Champions Tour SEA Stage 3: Challengers Playoffs,All Stages,All Match Types,Ascent,21,50%,50%
Champions Tour SEA Stage 3: Challengers Playoffs,All Stages,All Match Types,Haven,18,56%,44%
Champions Tour SEA Stage 3: Challengers Playoffs,All Stages,All Match Types,Bind,15,51%,49%
Champions Tour SEA Stage 3: Challengers Playoffs,All Stages,All Match Types,Split,14,49%,51%
Champions Tour SEA Stage 3: Challengers Playoffs,All Stages,All Match Types,Icebox,9,41%,59%
Champions Tour SEA Stage 3: Challengers Playoffs,All Stages,All Match Types,Breeze,5,42%,58%
Oceania Tour: Championship,Main Event,Upper Quarterfinals,All Maps,9,53%,47%
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Icebox,3,56%,44%
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Breeze,2,66%,34%
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Haven,2,50%,50%
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Ascent,1,57%,43%
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Bind,1,26%,74%
Oceania Tour: Championship,Main Event,Upper Semifinals,All Maps,4,50%,50%
Oceania Tour: Championship,Main Event,Upper Semifinals,Ascent,1,29%,71%
Oceania Tour: Championship,Main Event,Upper Semifinals,Breeze,1,69%,31%
Oceania Tour: Championship,Main Event,Upper Semifinals,Haven,1,54%,46%
Oceania Tour: Championship,Main Event,Upper Semifinals,Icebox,1,55%,45%
Oceania Tour: Championship,Main Event,Upper Final,All Maps,2,58%,42%
Oceania Tour: Championship,Main Event,Upper Final,Bind,1,50%,50%
Oceania Tour: Championship,Main Event,Upper Final,Breeze,1,67%,33%
Oceania Tour: Championship,Main Event,Grand Final,All Maps,5,39%,61%
Oceania Tour: Championship,Main Event,Grand Final,Ascent,1,43%,57%
Oceania Tour: Championship,Main Event,Grand Final,Bind,1,24%,76%
Oceania Tour: Championship,Main Event,Grand Final,Breeze,1,65%,35%
Oceania Tour: Championship,Main Event,Grand Final,Haven,1,24%,76%
Oceania Tour: Championship,Main Event,Grand Final,Split,1,42%,58%
Oceania Tour: Championship,Main Event,Lower Round 1,All Maps,4,36%,64%
Oceania Tour: Championship,Main Event,Lower Round 1,Icebox,2,42%,58%
Oceania Tour: Championship,Main Event,Lower Round 1,Ascent,1,35%,65%
Oceania Tour: Championship,Main Event,Lower Round 1,Bind,1,25%,75%
Oceania Tour: Championship,Main Event,Lower Round 2,All Maps,6,53%,47%
Oceania Tour: Championship,Main Event,Lower Round 2,Ascent,2,43%,57%
Oceania Tour: Championship,Main Event,Lower Round 2,Icebox,2,66%,34%
Oceania Tour: Championship,Main Event,Lower Round 2,Breeze,1,44%,56%
Oceania Tour: Championship,Main Event,Lower Round 2,Split,1,50%,50%
Oceania Tour: Championship,Main Event,Lower Round 3,All Maps,2,69%,31%
Oceania Tour: Championship,Main Event,Lower Round 3,Breeze,1,75%,25%
Oceania Tour: Championship,Main Event,Lower Round 3,Haven,1,62%,38%
Oceania Tour: Championship,Main Event,Lower Final,All Maps,3,43%,57%
Oceania Tour: Championship,Main Event,Lower Final,Ascent,1,37%,63%
Oceania Tour: Championship,Main Event,Lower Final,Haven,1,47%,53%
Oceania Tour: Championship,Main Event,Lower Final,Split,1,44%,56%
Oceania Tour: Championship,All Stages,All Match Types,All Maps,35,49%,51%
Oceania Tour: Championship,All Stages,All Match Types,Icebox,8,55%,45%
Oceania Tour: Championship,All Stages,All Match Types,Ascent,7,41%,59%
Oceania Tour: Championship,All Stages,All Match Types,Breeze,7,65%,35%
Oceania Tour: Championship,All Stages,All Match Types,Haven,6,48%,52%
Oceania Tour: Championship,All Stages,All Match Types,Bind,4,30%,70%
Oceania Tour: Championship,All Stages,All Match Types,Split,3,45%,55%
Valorant Conquerors Championship,Playoffs,Upper Bracket Semifinals,All Maps,5,56%,44%
Valorant Conquerors Championship,Playoffs,Upper Bracket Semifinals,Bind,1,50%,50%
Valorant Conquerors Championship,Playoffs,Upper Bracket Semifinals,Breeze,1,33%,67%
Valorant Conquerors Championship,Playoffs,Upper Bracket Semifinals,Haven,1,68%,32%
Valorant Conquerors Championship,Playoffs,Upper Bracket Semifinals,Icebox,1,65%,35%
Valorant Conquerors Championship,Playoffs,Upper Bracket Semifinals,Split,1,68%,32%
Valorant Conquerors Championship,Playoffs,Upper Bracket Final,All Maps,2,71%,29%
Valorant Conquerors Championship,Playoffs,Upper Bracket Final,Bind,1,67%,33%
Valorant Conquerors Championship,Playoffs,Upper Bracket Final,Icebox,1,75%,25%
Valorant Conquerors Championship,Playoffs,Lower Bracket Round 1,All Maps,2,30%,70%
Valorant Conquerors Championship,Playoffs,Lower Bracket Round 1,Bind,1,39%,61%
Valorant Conquerors Championship,Playoffs,Lower Bracket Round 1,Icebox,1,20%,80%
Valorant Conquerors Championship,Playoffs,Lower Bracket Final,All Maps,3,52%,48%
Valorant Conquerors Championship,Playoffs,Lower Bracket Final,Bind,1,52%,48%
Valorant Conquerors Championship,Playoffs,Lower Bracket Final,Icebox,1,59%,41%
Valorant Conquerors Championship,Playoffs,Lower Bracket Final,Split,1,44%,56%
Valorant Conquerors Championship,Playoffs,Grand Final,All Maps,5,42%,58%
Valorant Conquerors Championship,Playoffs,Grand Final,Ascent,1,17%,83%
Valorant Conquerors Championship,Playoffs,Grand Final,Breeze,1,33%,67%
Valorant Conquerors Championship,Playoffs,Grand Final,Haven,1,38%,63%
Valorant Conquerors Championship,Playoffs,Grand Final,Icebox,1,59%,41%
Valorant Conquerors Championship,Playoffs,Grand Final,Split,1,65%,35%
Valorant Conquerors Championship,Group Stage,Opening (A),All Maps,4,33%,67%
Valorant Conquerors Championship,Group Stage,Opening (A),Breeze,2,24%,76%
Valorant Conquerors Championship,Group Stage,Opening (A),Ascent,1,39%,61%
Valorant Conquerors Championship,Group Stage,Opening (A),Bind,1,43%,57%
Valorant Conquerors Championship,Group Stage,Winner's (A),All Maps,3,53%,47%
Valorant Conquerors Championship,Group Stage,Winner's (A),Ascent,1,21%,79%
Valorant Conquerors Championship,Group Stage,Winner's (A),Breeze,1,50%,50%
Valorant Conquerors Championship,Group Stage,Winner's (A),Icebox,1,74%,26%
Valorant Conquerors Championship,Group Stage,Elimination (A),All Maps,2,71%,29%
Valorant Conquerors Championship,Group Stage,Elimination (A),Bind,1,52%,48%
Valorant Conquerors Championship,Group Stage,Elimination (A),Haven,1,94%,6%
Valorant Conquerors Championship,Group Stage,Decider (A),All Maps,2,67%,33%
Valorant Conquerors Championship,Group Stage,Decider (A),Haven,1,67%,33%
Valorant Conquerors Championship,Group Stage,Decider (A),Icebox,1,68%,32%
Valorant Conquerors Championship,Group Stage,Opening (B),All Maps,4,51%,49%
Valorant Conquerors Championship,Group Stage,Opening (B),Bind,2,44%,56%
Valorant Conquerors Championship,Group Stage,Opening (B),Icebox,1,79%,21%
Valorant Conquerors Championship,Group Stage,Opening (B),Split,1,42%,58%
Valorant Conquerors Championship,Group Stage,Winner's (B),All Maps,2,65%,35%
Valorant Conquerors Championship,Group Stage,Winner's (B),Bind,1,59%,41%
Valorant Conquerors Championship,Group Stage,Winner's (B),Icebox,1,71%,29%
Valorant Conquerors Championship,Group Stage,Elimination (B),All Maps,2,33%,67%
Valorant Conquerors Championship,Group Stage,Elimination (B),Split,1,33%,67%
Valorant Conquerors Championship,Group Stage,Elimination (B),Bind,1,32%,68%
Valorant Conquerors Championship,Group Stage,Decider (B),All Maps,2,51%,49%
Valorant Conquerors Championship,Group Stage,Decider (B),Haven,1,39%,61%
Valorant Conquerors Championship,Group Stage,Decider (B),Icebox,1,63%,37%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Quarterfinals,All Maps,4,56%,44%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Quarterfinals,Ascent,1,41%,59%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Quarterfinals,Bind,1,63%,38%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Quarterfinals,Haven,1,61%,39%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Quarterfinals,Icebox,1,58%,42%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Semifinals,All Maps,5,58%,42%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Semifinals,Haven,2,64%,36%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Semifinals,Ascent,1,54%,46%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Semifinals,Breeze,1,53%,47%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Semifinals,Icebox,1,50%,50%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Final,All Maps,2,49%,51%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Final,Split,1,17%,83%
Valorant Conquerors Championship,Wildcard Qualifier,Upper Final,Icebox,1,85%,15%
Valorant Conquerors Championship,Wildcard Qualifier,Grand Final,All Maps,5,50%,50%
Valorant Conquerors Championship,Wildcard Qualifier,Grand Final,Ascent,1,53%,47%
Valorant Conquerors Championship,Wildcard Qualifier,Grand Final,Bind,1,41%,59%
Valorant Conquerors Championship,Wildcard Qualifier,Grand Final,Haven,1,58%,42%
Valorant Conquerors Championship,Wildcard Qualifier,Grand Final,Icebox,1,41%,59%
Valorant Conquerors Championship,Wildcard Qualifier,Grand Final,Split,1,58%,42%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 1,All Maps,2,41%,59%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 1,Ascent,1,47%,53%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 1,Bind,1,33%,67%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 2,All Maps,3,40%,60%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 2,Ascent,1,37%,63%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 2,Bind,1,21%,79%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 2,Icebox,1,55%,45%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 3,All Maps,3,30%,70%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 3,Ascent,1,24%,76%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 3,Breeze,1,42%,58%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 3,Split,1,20%,80%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Final,All Maps,2,30%,70%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Final,Breeze,1,19%,81%
Valorant Conquerors Championship,Wildcard Qualifier,Lower Final,Haven,1,44%,56%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,All Maps,18,48%,52%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Bind,5,49%,51%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Haven,5,41%,59%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Ascent,4,47%,53%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Icebox,3,57%,43%
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Split,1,57%,43%
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,All Maps,10,43%,57%
