Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agent,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuse
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Lotus,NRG Esports,s0m,omen,3,,1,1,,,,,,53,8,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Lotus,Bilibili Gaming,Biank,fade,5,2,1,,1,,1,,,71,5,1
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Lotus,Bilibili Gaming,rin,killjoy,5,,,,,,,,,45,1,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Lotus,Bilibili Gaming,Knight,omen,3,,,1,,,,,,39,3,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Lotus,Bilibili Gaming,whzy,raze,2,1,1,,,,,,,49,2,1
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Lotus,Bilibili Gaming,Yosemite,viper,1,1,,,,1,,,,29,0,1
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,NRG Esports,crashies,skye,2,3,,,2,,1,,,62,1,1
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,NRG Esports,ardiis,jett,3,1,,,,,,,,51,1,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,NRG Esports,Victor,raze,2,1,,,,,,,,38,0,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,NRG Esports,FiNESSE,viper,,,1,,,,,,,44,0,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,NRG Esports,s0m,astra,2,1,,,1,,,,,57,3,1
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,Bilibili Gaming,Biank,skye,3,,,,,,,,,41,5,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,Bilibili Gaming,rin,omen,2,,,,,,,,,39,2,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,Bilibili Gaming,Knight,cypher,4,,,,,,,,,53,0,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,Bilibili Gaming,whzy,raze,3,5,1,,,,,,,78,0,1
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,Bilibili Gaming,Yosemite,viper,3,2,,,,,,,,55,0,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,FNATIC,Boaster,brimstone,4,,1,,,,,,,45,4,1
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,FNATIC,Chronicle,breach,2,,,,,,,,,33,11,3
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,FNATIC,Leo,sova,2,4,,,,1,,,,71,2,3
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,FNATIC,Derke,raze,4,2,,1,,,,,,52,2,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,FNATIC,Alfajer,killjoy,8,5,,,1,,1,,,98,2,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,ZETA DIVISION,Dep,neon,5,1,,,,,,,,58,0,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,ZETA DIVISION,Laz,chamber,3,1,1,,1,,,,,44,0,2
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,ZETA DIVISION,crow,breach,3,,,,,,,,,27,8,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,ZETA DIVISION,TENNN,raze,5,1,,,,,,,,52,1,2
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,All Maps,ZETA DIVISION,SugarZ3ro,brimstone,4,1,,,,,,,,38,0,2
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,FNATIC,Boaster,brimstone,,,1,,,,,,,37,1,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,FNATIC,Chronicle,breach,2,,,,,,,,,31,6,2
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,FNATIC,Leo,sova,1,,,,,,,,,65,0,1
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,FNATIC,Derke,raze,2,2,,,,,,,,61,2,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,FNATIC,Alfajer,killjoy,5,2,,,,,,,,111,1,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,ZETA DIVISION,Dep,neon,2,,,,,,,,,40,0,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,ZETA DIVISION,Laz,chamber,1,,1,,,,,,,41,0,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,ZETA DIVISION,crow,breach,1,,,,,,,,,31,3,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,ZETA DIVISION,TENNN,raze,2,1,,,,,,,,61,1,2
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,ZETA DIVISION,SugarZ3ro,brimstone,3,,,,,,,,,33,0,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,FNATIC,Boaster,astra,4,,,,,,,,,53,3,1
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,FNATIC,Chronicle,breach,,,,,,,,,,34,5,1
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,FNATIC,Leo,sova,1,4,,,,1,,,,77,2,2
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,FNATIC,Derke,jett,2,,,1,,,,,,43,0,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,FNATIC,Alfajer,killjoy,3,3,,,1,,1,,,85,1,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,ZETA DIVISION,Dep,killjoy,3,1,,,,,,,,76,0,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,ZETA DIVISION,Laz,chamber,2,1,,,1,,,,,47,0,2
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,ZETA DIVISION,crow,skye,2,,,,,,,,,22,5,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,ZETA DIVISION,TENNN,raze,3,,,,,,,,,43,0,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,ZETA DIVISION,SugarZ3ro,astra,1,1,,,,,,,,42,0,2
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,Evil Geniuses,Boostio,killjoy,4,4,1,,,,,,,53,3,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,Evil Geniuses,C0M,sova,9,1,,,1,3,,,,50,2,2
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,Evil Geniuses,jawgemo,astra,6,4,,,,,,,,51,1,1
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,Evil Geniuses,Ethan,kayo,5,3,1,,2,,,,,49,7,2
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,Evil Geniuses,Demon1,jett,8,1,,,,,,,,45,0,2
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,FUT Esports,qRaxs,kayo,7,3,,,,,,,,52,4,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,FUT Esports,MOJJ,viper,7,2,1,,1,,,,,59,1,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,FUT Esports,AtaKaptan,brimstone,9,,,,,,1,,,48,6,3
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,FUT Esports,MrFaliN,killjoy,5,1,1,1,2,,1,,,46,5,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,All Maps,FUT Esports,qw1,jett,7,4,,,,,,,,49,0,1
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,Evil Geniuses,Boostio,killjoy,3,2,1,,,,,,,62,1,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,Evil Geniuses,C0M,sova,4,1,,,1,1,,,,48,2,2
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,Evil Geniuses,jawgemo,astra,2,1,,,,,,,,38,0,1
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,Evil Geniuses,Ethan,kayo,3,3,,,1,,,,,58,3,2
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,Evil Geniuses,Demon1,jett,5,,,,,,,,,38,0,1
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,FUT Esports,qRaxs,kayo,4,2,,,,,,,,53,1,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,FUT Esports,MOJJ,viper,3,1,1,,1,,,,,57,1,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,FUT Esports,AtaKaptan,brimstone,6,,,,,,,,,47,3,2
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,FUT Esports,MrFaliN,killjoy,5,,1,,2,,,,,46,4,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,FUT Esports,qw1,jett,5,2,,,,,,,,38,0,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,Evil Geniuses,Boostio,brimstone,1,2,,,,,,,,43,2,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,Evil Geniuses,C0M,viper,5,,,,,2,,,,52,0,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,Evil Geniuses,jawgemo,raze,4,3,,,,,,,,64,1,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,Evil Geniuses,Ethan,skye,2,,1,,1,,,,,40,4,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,Evil Geniuses,Demon1,chamber,3,1,,,,,,,,51,0,1
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,FUT Esports,qRaxs,kayo,3,1,,,,,,,,51,3,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,FUT Esports,MOJJ,viper,4,1,,,,,,,,61,0,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,FUT Esports,AtaKaptan,brimstone,3,,,,,,1,,,48,3,1
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,FUT Esports,MrFaliN,fade,,1,,1,,,1,,,46,1,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,FUT Esports,qw1,raze,2,2,,,,,,,,60,0,1
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,Paper Rex,Jinggg,raze,7,3,,,,,,,,56,1,1
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,Paper Rex,mindfreak,astra,5,2,,,,,,,,67,2,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,Paper Rex,f0rsakeN,skye,4,1,,,,,,,,44,9,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,Paper Rex,d4v41,viper,4,4,,,,,1,,,50,5,3
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,Paper Rex,something,jett,8,2,,,,,,,,58,1,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,KRÜ Esports,NagZ,viper,5,,,,,,,,,40,0,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,KRÜ Esports,Melser,astra,3,2,,,,,,,,36,4,1
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,KRÜ Esports,keznit,raze,3,5,,,,1,,,,68,2,2
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,KRÜ Esports,Klaus,skye,7,,,,,,,,,41,3,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,All Maps,KRÜ Esports,DaveeyS,chamber,3,1,,,,,,,,48,1,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,Paper Rex,Jinggg,raze,4,2,,,,,,,,63,0,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,Paper Rex,mindfreak,astra,4,,,,,,,,,52,1,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,Paper Rex,f0rsakeN,skye,3,1,,,,,,,,46,7,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,Paper Rex,d4v41,viper,2,1,,,,,1,,,45,0,2
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,Paper Rex,something,jett,3,2,,,,,,,,68,0,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,KRÜ Esports,NagZ,viper,1,,,,,,,,,32,0,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,KRÜ Esports,Melser,astra,1,1,,,,,,,,37,0,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,KRÜ Esports,keznit,raze,1,3,,,,,,,,68,2,1
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,KRÜ Esports,Klaus,skye,4,,,,,,,,,35,1,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,KRÜ Esports,DaveeyS,chamber,2,1,,,,,,,,55,1,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,Paper Rex,Jinggg,phoenix,3,1,,,,,,,,48,1,1
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,Paper Rex,mindfreak,astra,1,2,,,,,,,,82,1,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,Paper Rex,f0rsakeN,killjoy,1,,,,,,,,,42,2,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,Paper Rex,d4v41,skye,2,3,,,,,,,,54,5,1
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,Paper Rex,something,jett,5,,,,,,,,,47,1,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,KRÜ Esports,NagZ,viper,4,,,,,,,,,48,0,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,KRÜ Esports,Melser,harbor,2,1,,,,,,,,35,4,1
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,KRÜ Esports,keznit,jett,2,2,,,,1,,,,67,0,1
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,KRÜ Esports,Klaus,skye,3,,,,,,,,,47,2,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,KRÜ Esports,DaveeyS,killjoy,1,,,,,,,,,40,0,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,EDward Gaming,nobody,skye,8,3,4,,3,1,,,,66,7,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,EDward Gaming,ZmjjKK,raze,3,7,,1,1,,,,,46,0,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,EDward Gaming,Haodong,astra,8,2,2,,,1,,1,,45,10,3
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,EDward Gaming,Smoggy,jett,12,,,,,,,,,40,3,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,EDward Gaming,CHICHOO,viper,7,1,2,,2,2,,,,50,5,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,Giants Gaming,rhyme,breach,7,2,,,1,,,,,36,15,2
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,Giants Gaming,Fit1nho,raze,14,4,2,,1,1,,,,65,0,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,Giants Gaming,hoody,omen,11,2,,,1,1,,,,60,3,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,Giants Gaming,nukkye,cypher,10,4,,,,1,,,,51,1,2
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,All Maps,Giants Gaming,Cloud,skye,10,3,1,,2,,,,,53,4,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,EDward Gaming,nobody,skye,,,3,,1,1,,,,59,4,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,EDward Gaming,ZmjjKK,raze,1,2,,1,,,,,,45,0,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,EDward Gaming,Haodong,astra,5,1,,,,,,,,41,3,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,EDward Gaming,Smoggy,jett,5,,,,,,,,,32,1,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,EDward Gaming,CHICHOO,viper,3,,1,,,1,,,,38,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,Giants Gaming,rhyme,breach,3,2,,,1,,,,,44,8,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,Giants Gaming,Fit1nho,raze,6,2,1,,1,,,,,70,0,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,Giants Gaming,hoody,omen,4,,,,,1,,,,46,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,Giants Gaming,nukkye,cypher,5,1,,,,,,,,54,0,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,Giants Gaming,Cloud,skye,3,1,,,,,,,,39,2,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,EDward Gaming,nobody,skye,3,2,1,,,,,,,66,2,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,EDward Gaming,ZmjjKK,chamber,1,2,,,1,,,,,47,0,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,EDward Gaming,Haodong,brimstone,1,1,1,,,,,1,,49,4,3
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,EDward Gaming,Smoggy,raze,3,,,,,,,,,35,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,EDward Gaming,CHICHOO,viper,1,1,,,1,1,,,,48,2,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,Giants Gaming,rhyme,brimstone,3,,,,,,,,,40,6,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,Giants Gaming,Fit1nho,raze,3,2,,,,,,,,67,0,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,Giants Gaming,hoody,viper,2,1,,,,,,,,61,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,Giants Gaming,nukkye,cypher,5,1,,,,,,,,57,1,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,Giants Gaming,Cloud,skye,3,1,1,,2,,,,,55,0,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,EDward Gaming,nobody,sova,5,1,,,2,,,,,72,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,EDward Gaming,ZmjjKK,jett,1,3,,,,,,,,47,0,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,EDward Gaming,Haodong,omen,2,,1,,,1,,,,45,3,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,EDward Gaming,Smoggy,kayo,4,,,,,,,,,53,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,EDward Gaming,CHICHOO,killjoy,3,,1,,1,,,,,63,2,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,Giants Gaming,rhyme,omen,1,,,,,,,,,23,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,Giants Gaming,Fit1nho,jett,5,,1,,,1,,,,59,0,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,Giants Gaming,hoody,kayo,5,1,,,1,,,,,74,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,Giants Gaming,nukkye,killjoy,,2,,,,1,,,,42,0,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,Giants Gaming,Cloud,sova,4,1,,,,,,,,66,2,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,FNATIC,Boaster,astra,3,3,,,2,1,1,,,76,4,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,FNATIC,Chronicle,breach,5,3,,,,,,,,68,8,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,FNATIC,Leo,sova,1,3,,,2,,,,,49,6,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,FNATIC,Derke,jett,7,3,,,1,,,,,65,0,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,FNATIC,Alfajer,killjoy,4,2,,,,,,,,55,0,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,Bilibili Gaming,Biank,sova,2,2,,,,,,,,46,7,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,Bilibili Gaming,rin,omen,4,,,,,,,,,38,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,Bilibili Gaming,Knight,breach,2,,,,,,,,,32,2,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,Bilibili Gaming,whzy,jett,2,1,1,,,,,,,54,0,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,All Maps,Bilibili Gaming,Yosemite,killjoy,5,2,,,,,,,,59,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,FNATIC,Boaster,astra,3,2,,,1,1,1,,,116,3,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,FNATIC,Chronicle,breach,1,2,,,,,,,,68,5,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,FNATIC,Leo,sova,,2,,,1,,,,,51,1,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,FNATIC,Derke,jett,3,2,,,1,,,,,66,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,FNATIC,Alfajer,killjoy,2,1,,,,,,,,62,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,Bilibili Gaming,Biank,sova,,1,,,,,,,,50,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,Bilibili Gaming,rin,omen,1,,,,,,,,,29,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,Bilibili Gaming,Knight,breach,,,,,,,,,,37,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,Bilibili Gaming,whzy,jett,1,1,,,,,,,,59,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,Bilibili Gaming,Yosemite,killjoy,3,1,,,,,,,,57,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,FNATIC,Boaster,astra,,1,,,1,,,,,35,1,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,FNATIC,Chronicle,viper,4,1,,,,,,,,67,3,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,FNATIC,Leo,fade,1,1,,,1,,,,,46,5,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,FNATIC,Derke,raze,4,1,,,,,,,,64,0,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,FNATIC,Alfajer,killjoy,2,1,,,,,,,,48,0,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,Bilibili Gaming,Biank,fade,2,1,,,,,,,,42,7,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,Bilibili Gaming,rin,killjoy,3,,,,,,,,,47,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,Bilibili Gaming,Knight,omen,2,,,,,,,,,26,2,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,Bilibili Gaming,whzy,raze,1,,1,,,,,,,48,0,1
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,Bilibili Gaming,Yosemite,viper,2,1,,,,,,,,60,0,0
