Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agent,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuse
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Fracture,DetonatioN FocusMe,takej,viper,2,1,,,,1,,,,44,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Fracture,DetonatioN FocusMe,Reita,cypher,3,1,,,,,,,,61,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Fracture,DetonatioN FocusMe,Suggest,jett,3,3,,,,,,,,76,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Fracture,DetonatioN FocusMe,Anthem,skye,,1,1,,,,1,,,53,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Fracture,DetonatioN FocusMe,xnfri,brimstone,1,1,,,,,,,,54,10,2
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,Gen.G,k1Ng,viper,4,1,,,,,,,,65,0,1
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,Gen.G,TS,astra,3,1,,,,2,,,,57,1,1
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,Gen.G,Sylvan,skye,2,,,,,,,,,38,5,0
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,Gen.G,GodDead,kayo,5,,,,,,,,,50,3,0
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,Gen.G,Meteor,jett,5,1,1,,,,,,,70,0,1
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,takej,viper,,1,,,,,,,,53,1,1
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Reita,killjoy,4,1,,,,,,,,64,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Suggest,jett,2,1,,,,1,,,,66,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Anthem,skye,3,,,,,,,,,45,1,0
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,xnfri,harbor,1,1,,,,,,,,47,8,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,Global Esports,Bazzi,skye,5,3,,,,,,,,37,3,3
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,Global Esports,AYRIN,killjoy,2,3,,,,,,,,38,3,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,Global Esports,WRONSKI,kayo,7,1,2,,,,,,,45,2,3
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,Global Esports,Monyet,omen,7,4,2,1,,,,,,67,7,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,Global Esports,t3xture,jett,3,1,2,,,1,,,,43,0,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,DRX,stax,breach,7,,1,,,,,,,44,10,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,DRX,Rb,sova,4,2,,,3,,1,,,42,4,2
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,DRX,BuZz,killjoy,5,3,,,3,,,,,42,3,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,DRX,MaKo,omen,11,1,1,,,1,,,,46,6,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,All Maps,DRX,Foxy9,jett,7,4,2,,,,,,,64,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,Global Esports,Bazzi,skye,2,1,,,,,,,,36,2,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,Global Esports,AYRIN,killjoy,1,2,,,,,,,,44,1,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,Global Esports,WRONSKI,kayo,2,1,1,,,,,,,55,0,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,Global Esports,Monyet,omen,3,,1,,,,,,,56,3,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,Global Esports,t3xture,jett,1,,1,,,,,,,50,0,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,DRX,stax,breach,4,,,,,,,,,47,3,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,DRX,Rb,sova,2,1,,,1,,,,,35,1,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,DRX,BuZz,killjoy,1,2,,,2,,,,,41,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,DRX,MaKo,omen,2,,,,,1,,,,26,5,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,DRX,Foxy9,jett,3,2,2,,,,,,,86,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,Global Esports,Bazzi,skye,3,2,,,,,,,,37,1,2
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,Global Esports,AYRIN,viper,1,1,,,,,,,,31,2,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,Global Esports,WRONSKI,sage,5,,1,,,,,,,35,2,2
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,Global Esports,Monyet,astra,4,4,1,1,,,,,,77,4,1
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,Global Esports,t3xture,raze,2,1,1,,,1,,,,36,0,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,DRX,stax,skye,3,,1,,,,,,,40,7,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,DRX,Rb,astra,2,1,,,2,,1,,,48,3,2
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,DRX,BuZz,kayo,4,1,,,1,,,,,43,3,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,DRX,MaKo,viper,9,1,1,,,,,,,65,1,0
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,DRX,Foxy9,raze,4,2,,,,,,,,42,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,Rex Regum Qeon,xffero,sova,7,3,2,,1,1,,,,93,2,1
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,Rex Regum Qeon,fl1pzjder,breach,4,8,,,1,,,,,81,1,1
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,Rex Regum Qeon,EJAY,jett,4,1,,,,,,,,53,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,Rex Regum Qeon,Lmemore,killjoy,3,3,,,,,,,,53,1,2
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,Rex Regum Qeon,2ge,astra,6,1,,,,,,,,53,6,2
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,takej,killjoy,4,1,,,1,1,,,,42,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Reita,sova,3,3,,,2,,,1,,53,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Suggest,jett,1,,,,,,,,,37,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Anthem,breach,1,2,,,1,,,,,50,3,2
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,xnfri,omen,1,1,,,,,,,,40,5,1
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,Rex Regum Qeon,xffero,sova,4,2,2,,1,1,,,,115,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,Rex Regum Qeon,fl1pzjder,breach,2,3,,,,,,,,85,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,Rex Regum Qeon,EJAY,jett,1,1,,,,,,,,58,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,Rex Regum Qeon,Lmemore,killjoy,1,,,,,,,,,42,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,Rex Regum Qeon,2ge,astra,3,,,,,,,,,53,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,takej,killjoy,2,1,,,,,,,,46,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Reita,sova,2,2,,,1,,,,,52,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Suggest,jett,,,,,,,,,,39,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Anthem,breach,,1,,,,,,,,38,3,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,xnfri,omen,,,,,,,,,,36,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,Rex Regum Qeon,xffero,astra,3,1,,,,,,,,70,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,Rex Regum Qeon,fl1pzjder,skye,2,5,,,1,,,,,77,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,Rex Regum Qeon,EJAY,jett,3,,,,,,,,,48,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,Rex Regum Qeon,Lmemore,killjoy,2,3,,,,,,,,63,1,1
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,Rex Regum Qeon,2ge,harbor,3,1,,,,,,,,53,4,2
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,takej,viper,2,,,,1,1,,,,37,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Reita,killjoy,1,1,,,1,,,1,,53,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Suggest,jett,1,,,,,,,,,34,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Anthem,skye,1,1,,,1,,,,,62,0,2
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,xnfri,harbor,1,1,,,,,,,,44,5,1
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,T1,xeta,harbor,5,1,,,,,,,,54,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,T1,iNTRO,viper,4,,,,,,,,,62,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,T1,Munchkin,killjoy,4,1,,,,,,,,44,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,T1,Sayaplayer,jett,3,1,,,,,,,,43,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,T1,ban,jett,,,,,,,,,,25,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,T1,Carpe,skye,2,1,,,,,,,,36,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,Paper Rex,Jinggg,phoenix,2,,,,,,,,,37,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,Paper Rex,mindfreak,astra,9,,,,1,,,,,63,5,1
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,Paper Rex,f0rsakeN,killjoy,4,2,1,2,,1,,,,99,2,1
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,Paper Rex,Benkai,breach,1,2,,,,,,,,46,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,Paper Rex,d4v41,skye,5,1,,,1,,,,,56,11,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,All Maps,Paper Rex,something,jett,4,2,,,,,,,,75,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,T1,xeta,harbor,3,,,,,,,,,54,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,T1,iNTRO,viper,4,,,,,,,,,62,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,T1,Munchkin,killjoy,1,,,,,,,,,31,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,T1,Sayaplayer,jett,2,,,,,,,,,33,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,T1,Carpe,skye,1,,,,,,,,,33,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,Paper Rex,Jinggg,phoenix,2,,,,,,,,,36,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,Paper Rex,mindfreak,astra,2,,,,1,,,,,44,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,Paper Rex,f0rsakeN,killjoy,2,2,,2,,1,,,,123,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,Paper Rex,d4v41,skye,1,1,,,1,,,,,49,8,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,Paper Rex,something,jett,4,2,,,,,,,,75,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,T1,xeta,breach,2,1,,,,,,,,54,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,T1,Munchkin,killjoy,3,1,,,,,,,,56,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,T1,Sayaplayer,raze,1,1,,,,,,,,53,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,T1,ban,jett,,,,,,,,,,25,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,T1,Carpe,brimstone,1,1,,,,,,,,39,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,Paper Rex,Jinggg,raze,,,,,,,,,,38,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,Paper Rex,mindfreak,brimstone,7,,,,,,,,,81,3,1
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,Paper Rex,f0rsakeN,neon,2,,1,,,,,,,74,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,Paper Rex,Benkai,breach,1,2,,,,,,,,46,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,Paper Rex,d4v41,killjoy,4,,,,,,,,,63,3,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,ZETA DIVISION,Dep,jett,13,3,4,1,,1,,,,82,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,ZETA DIVISION,Laz,skye,4,,,,1,,,,,41,0,3
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,ZETA DIVISION,crow,harbor,9,,1,,,,,,,44,11,3
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,ZETA DIVISION,TENNN,killjoy,8,1,1,,1,,,,,49,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,ZETA DIVISION,SugarZ3ro,viper,9,5,,,,,,,,53,9,1
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,Global Esports,Bazzi,fade,7,1,1,,2,,,,,52,6,2
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,Global Esports,AYRIN,killjoy,6,2,,,1,,,,,49,1,2
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,Global Esports,WRONSKI,kayo,6,1,,,,,,,,44,10,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,Global Esports,Monyet,astra,7,4,2,,2,,,,,50,2,3
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,All Maps,Global Esports,t3xture,jett,10,3,,,,,,,,56,1,2
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,ZETA DIVISION,Dep,jett,2,,2,,,,,,,67,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,ZETA DIVISION,Laz,skye,2,,,,,,,,,37,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,ZETA DIVISION,crow,harbor,1,,,,,,,,,23,5,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,ZETA DIVISION,TENNN,killjoy,1,,,,1,,,,,40,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,ZETA DIVISION,SugarZ3ro,viper,5,3,,,,,,,,74,2,1
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,Global Esports,Bazzi,fade,2,1,,,,,,,,47,3,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,Global Esports,AYRIN,killjoy,3,,,,1,,,,,54,1,2
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,Global Esports,WRONSKI,kayo,,,,,,,,,,37,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,Global Esports,Monyet,astra,2,1,1,,,,,,,55,0,3
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,Global Esports,t3xture,jett,8,2,,,,,,,,89,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,ZETA DIVISION,Dep,jett,7,2,,,,,,,,72,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,ZETA DIVISION,Laz,sova,,,,,1,,,,,36,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,ZETA DIVISION,crow,kayo,5,,1,,,,,,,56,3,1
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,ZETA DIVISION,TENNN,killjoy,4,1,,,,,,,,47,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,ZETA DIVISION,SugarZ3ro,omen,3,,,,,,,,,50,4,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,Global Esports,Bazzi,sova,2,,1,,2,,,,,56,3,1
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,Global Esports,AYRIN,killjoy,2,1,,,,,,,,42,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,Global Esports,WRONSKI,kayo,4,1,,,,,,,,43,3,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,Global Esports,Monyet,omen,2,2,1,,2,,,,,56,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,Global Esports,t3xture,jett,,1,,,,,,,,39,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,ZETA DIVISION,Dep,jett,4,1,2,1,,1,,,,107,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,ZETA DIVISION,Laz,sova,2,,,,,,,,,51,0,2
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,ZETA DIVISION,crow,breach,3,,,,,,,,,52,3,2
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,ZETA DIVISION,TENNN,killjoy,3,,1,,,,,,,61,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,ZETA DIVISION,SugarZ3ro,omen,1,2,,,,,,,,34,3,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,Global Esports,Bazzi,skye,3,,,,,,,,,53,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,Global Esports,AYRIN,killjoy,1,1,,,,,,,,50,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,Global Esports,WRONSKI,kayo,2,,,,,,,,,52,6,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,Global Esports,Monyet,omen,3,1,,,,,,,,38,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,Global Esports,t3xture,jett,2,,,,,,,,,40,1,1
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,Talon Esports,Patiphan,astra,,2,1,,,,,1,,38,1,1
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,Talon Esports,Sushiboys,jett,5,1,,,,,,,,51,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,Talon Esports,Crws,breach,3,1,1,,,,1,,,49,8,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,Talon Esports,foxz,yoru,3,2,,,2,,,,,48,0,3
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,Talon Esports,JitBoyS,raze,1,,1,,,,,,,39,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,DRX,stax,skye,2,3,,,1,,,,,44,2,3
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,DRX,Rb,astra,6,2,1,,,1,,,,65,4,1
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,DRX,BuZz,kayo,6,,,,,,,,,48,5,1
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,DRX,MaKo,viper,3,3,1,,,,,,,88,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,All Maps,DRX,Foxy9,raze,8,3,1,,,,,,,75,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,Talon Esports,Patiphan,astra,,,,,,,,,,28,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,Talon Esports,Sushiboys,jett,3,,,,,,,,,51,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,Talon Esports,Crws,breach,1,1,,,,,1,,,47,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,Talon Esports,foxz,yoru,2,1,,,,,,,,47,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,Talon Esports,JitBoyS,raze,,,,,,,,,,26,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,DRX,stax,skye,2,1,,,1,,,,,52,1,3
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,DRX,Rb,astra,2,2,,,,,,,,74,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,DRX,BuZz,kayo,2,,,,,,,,,49,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,DRX,MaKo,viper,2,3,,,,,,,,113,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,DRX,Foxy9,raze,4,1,,,,,,,,77,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,Talon Esports,Patiphan,killjoy,,2,1,,,,,1,,47,1,1
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,Talon Esports,Sushiboys,jett,2,1,,,,,,,,51,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,Talon Esports,Crws,harbor,2,,1,,,,,,,51,6,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,Talon Esports,foxz,skye,1,1,,,2,,,,,48,0,3
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,Talon Esports,JitBoyS,reyna,1,,1,,,,,,,51,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,DRX,stax,fade,,2,,,,,,,,36,1,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,DRX,Rb,harbor,4,,1,,,1,,,,56,4,1
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,DRX,BuZz,kayo,4,,,,,,,,,47,4,1
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,DRX,MaKo,viper,1,,1,,,,,,,63,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,DRX,Foxy9,jett,4,2,1,,,,,,,73,0,0
