Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Paper Rex vs DRX,Bind,Paper Rex,13,8,5,,DRX,10,6,4,,49:51
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,EDward Gaming vs LOUD,Lotus,EDward Gaming,13,8,5,,LOUD,6,2,4,,57:50
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,EDward Gaming vs LOUD,Fracture,EDward Gaming,13,5,8,,LOUD,10,3,7,,51:24
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,DRX vs NRG Esports,Pearl,DRX,11,8,3,,NRG Esports,13,9,4,,1:08:18
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,DRX vs NRG Esports,Haven,DRX,5,4,1,,NRG Esports,13,5,8,,42:25
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Team Liquid vs Evil Geniuses,Fracture,Team Liquid,2,1,1,,Evil Geniuses,13,2,11,,42:10
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Team Liquid vs Evil Geniuses,Haven,Team Liquid,9,5,4,,Evil Geniuses,13,6,7,,48:18
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Paper Rex vs FNATIC,Lotus,Paper Rex,5,0,5,,FNATIC,13,1,12,,51:14
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Paper Rex vs FNATIC,Bind,Paper Rex,7,3,4,,FNATIC,13,4,9,,42:58
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Team Liquid vs NRG Esports,Haven,Team Liquid,12,8,4,0,NRG Esports,14,8,4,2,1:11:07
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Team Liquid vs NRG Esports,Ascent,Team Liquid,13,7,6,,NRG Esports,8,3,5,,55:51
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Team Liquid vs NRG Esports,Split,Team Liquid,5,4,1,,NRG Esports,13,5,8,,
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Paper Rex vs EDward Gaming,Fracture,Paper Rex,14,4,8,2,EDward Gaming,12,4,8,0,1:03:40
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Paper Rex vs EDward Gaming,Split,Paper Rex,9,6,3,,EDward Gaming,13,7,6,,49:36
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Paper Rex vs EDward Gaming,Lotus,Paper Rex,13,8,5,,EDward Gaming,8,4,4,,
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,FNATIC vs Evil Geniuses,Lotus,FNATIC,13,10,3,,Evil Geniuses,3,1,2,,50:58
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,FNATIC vs Evil Geniuses,Fracture,FNATIC,9,3,6,,Evil Geniuses,13,4,9,,50:13
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,FNATIC vs Evil Geniuses,Split,FNATIC,13,6,7,,Evil Geniuses,11,5,6,,
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,NRG Esports vs Paper Rex,Pearl,NRG Esports,13,7,5,1,Paper Rex,15,7,5,3,1:14:29
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,NRG Esports vs Paper Rex,Lotus,NRG Esports,13,10,3,,Paper Rex,6,4,2,,43:29
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,NRG Esports vs Paper Rex,Bind,NRG Esports,11,7,4,,Paper Rex,13,8,5,,
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Fracture,Evil Geniuses,13,9,4,,Paper Rex,7,4,3,,58:08
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Lotus,Evil Geniuses,12,5,7,0,Paper Rex,14,5,7,2,56:36
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Split,Evil Geniuses,10,8,2,,Paper Rex,13,9,4,,48:09
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Pearl,Evil Geniuses,13,7,6,,Paper Rex,6,1,5,,48:09
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Ascent,Evil Geniuses,13,8,5,,Paper Rex,8,4,4,,
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,FNATIC vs Evil Geniuses,Lotus,FNATIC,13,6,7,,Evil Geniuses,8,2,6,,1:09:53
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,FNATIC vs Evil Geniuses,Split,FNATIC,13,8,5,,Evil Geniuses,11,7,4,,1:00:36
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,FNATIC vs Evil Geniuses,Bind,FNATIC,14,4,8,2,Evil Geniuses,12,4,8,0,1:03:02
Champions Tour 2023: Americas League,Regular Season,Week 1,Sentinels vs 100 Thieves,Fracture,Sentinels,13,7,6,,100 Thieves,11,6,5,,1:07:36
Champions Tour 2023: Americas League,Regular Season,Week 1,Sentinels vs 100 Thieves,Split,Sentinels,12,7,5,0,100 Thieves,14,7,5,2,1:04:26
Champions Tour 2023: Americas League,Regular Season,Week 1,Sentinels vs 100 Thieves,Ascent,Sentinels,14,4,8,2,100 Thieves,12,4,8,0,
Champions Tour 2023: Americas League,Regular Season,Week 1,KRÜ Esports vs FURIA,Split,KRÜ Esports,11,6,5,,FURIA,13,7,6,,1:14:47
Champions Tour 2023: Americas League,Regular Season,Week 1,KRÜ Esports vs FURIA,Ascent,KRÜ Esports,5,5,0,,FURIA,13,6,7,,45:50
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Split,LOUD,13,8,5,,MIBR,5,1,4,,54:28
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,LOUD,11,5,6,,MIBR,13,6,7,,56:44
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,LOUD,13,8,5,,MIBR,11,7,4,,
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Evil Geniuses,11,9,2,,Cloud9,13,10,3,,1:25:06
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Evil Geniuses,9,4,5,,Cloud9,13,5,8,,49:34
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,Leviatán,13,6,7,,NRG Esports,11,5,6,,1:08:04
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,Leviatán,13,8,5,,NRG Esports,4,0,4,,39:08
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,Cloud9,13,8,5,,LOUD,7,3,4,,1:03:31
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,Cloud9,8,3,5,,LOUD,13,4,9,,55:14
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,Cloud9,7,4,3,,LOUD,13,5,8,,
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,Leviatán,13,3,10,,FURIA,11,2,9,,1:08:28
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,Leviatán,5,2,3,,FURIA,13,3,10,,47:44
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,Leviatán,10,9,1,,FURIA,13,10,3,,
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,NRG Esports,13,9,4,,Sentinels,10,7,3,,1:14:23
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,NRG Esports,13,10,3,,Sentinels,2,0,2,,39:16
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,MIBR,9,7,2,,KRÜ Esports,13,8,5,,1:07:33
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,MIBR,13,4,9,,KRÜ Esports,11,3,8,,1:04:15
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,MIBR,14,7,5,2,KRÜ Esports,12,7,5,0,
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,Evil Geniuses,9,6,3,,100 Thieves,13,7,6,,1:00:31
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,Evil Geniuses,5,3,2,,100 Thieves,13,4,9,,44:48
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,Cloud9,13,8,5,,100 Thieves,7,3,4,,1:14:34
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,Cloud9,14,8,4,2,100 Thieves,12,8,4,0,58:32
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,NRG Esports,10,6,4,,MIBR,13,7,6,,1:05:01
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,NRG Esports,16,8,4,4,MIBR,14,8,4,2,1:25:52
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,NRG Esports,14,8,4,2,MIBR,16,8,4,4,
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Leviatán,14,5,7,2,Sentinels,12,5,7,0,1:20:27
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Ascent,Leviatán,11,5,6,,Sentinels,13,6,7,,59:35
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Pearl,Leviatán,13,10,3,,Sentinels,4,2,2,,
Champions Tour 2023: Americas League,Regular Season,Week 3,Evil Geniuses vs KRÜ Esports,Pearl,Evil Geniuses,13,3,10,,KRÜ Esports,11,2,9,,1:09:27
Champions Tour 2023: Americas League,Regular Season,Week 3,Evil Geniuses vs KRÜ Esports,Ascent,Evil Geniuses,11,8,3,,KRÜ Esports,13,9,4,,59:10
Champions Tour 2023: Americas League,Regular Season,Week 3,Evil Geniuses vs KRÜ Esports,Fracture,Evil Geniuses,13,7,6,,KRÜ Esports,7,2,5,,
Champions Tour 2023: Americas League,Regular Season,Week 3,LOUD vs FURIA,Split,LOUD,13,6,7,,FURIA,9,3,6,,1:05:41
Champions Tour 2023: Americas League,Regular Season,Week 3,LOUD vs FURIA,Icebox,LOUD,13,8,5,,FURIA,4,0,4,,38:59
Champions Tour 2023: Americas League,Regular Season,Week 4,LOUD vs Sentinels,Pearl,LOUD,6,5,1,,Sentinels,13,6,7,,1:00:48
Champions Tour 2023: Americas League,Regular Season,Week 4,LOUD vs Sentinels,Haven,LOUD,13,7,6,,Sentinels,11,6,5,,1:27:26
Champions Tour 2023: Americas League,Regular Season,Week 4,LOUD vs Sentinels,Ascent,LOUD,13,9,4,,Sentinels,8,5,3,,
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs MIBR,Pearl,Leviatán,13,10,3,,MIBR,4,2,2,,52:41
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs MIBR,Icebox,Leviatán,13,10,3,,MIBR,3,1,2,,39:39
Champions Tour 2023: Americas League,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,Ascent,KRÜ Esports,13,9,4,,100 Thieves,4,1,3,,51:39
Champions Tour 2023: Americas League,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,Split,KRÜ Esports,11,8,3,,100 Thieves,13,9,4,,58:58
Champions Tour 2023: Americas League,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,Fracture,KRÜ Esports,5,4,1,,100 Thieves,13,5,8,,
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs FURIA,Ascent,Evil Geniuses,13,7,5,1,FURIA,15,7,5,3,1:17:24
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs FURIA,Fracture,Evil Geniuses,13,8,5,,FURIA,7,3,4,,45:30
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs FURIA,Haven,Evil Geniuses,10,7,3,,FURIA,13,8,5,,
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs Cloud9,Haven,NRG Esports,13,9,4,,Cloud9,8,5,3,,-
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs Cloud9,Pearl,NRG Esports,9,7,2,,Cloud9,13,8,5,,56:40
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs Cloud9,Ascent,NRG Esports,7,4,3,,Cloud9,13,5,8,,
Champions Tour 2023: Americas League,Regular Season,Week 4,MIBR vs Sentinels,Pearl,MIBR,5,3,2,,Sentinels,13,4,9,,58:45
Champions Tour 2023: Americas League,Regular Season,Week 4,MIBR vs Sentinels,Fracture,MIBR,6,3,3,,Sentinels,13,4,9,,48:56
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs 100 Thieves,Icebox,Leviatán,15,7,5,3,100 Thieves,13,7,5,1,1:15:24
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs 100 Thieves,Haven,Leviatán,11,6,5,,100 Thieves,13,7,6,,51:20
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs 100 Thieves,Lotus,Leviatán,11,7,4,,100 Thieves,13,8,5,,
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs LOUD,Split,Evil Geniuses,13,9,4,,LOUD,3,0,3,,49:09
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs LOUD,Haven,Evil Geniuses,10,4,6,,LOUD,13,5,8,,52:19
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs LOUD,Pearl,Evil Geniuses,0,0,0,,LOUD,13,1,12,,
Champions Tour 2023: Americas League,Regular Season,Week 4,Cloud9 vs FURIA,Ascent,Cloud9,13,8,5,,FURIA,8,4,4,,1:02:00
Champions Tour 2023: Americas League,Regular Season,Week 4,Cloud9 vs FURIA,Fracture,Cloud9,13,6,7,,FURIA,9,3,6,,54:37
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs KRÜ Esports,Haven,NRG Esports,13,8,5,,KRÜ Esports,10,6,4,,1:06:02
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs KRÜ Esports,Ascent,NRG Esports,13,9,4,,KRÜ Esports,4,1,3,,41:10
Champions Tour 2023: Americas League,Regular Season,Week 5,NRG Esports vs 100 Thieves,Bind,NRG Esports,13,7,6,,100 Thieves,7,2,5,,1:02:41
Champions Tour 2023: Americas League,Regular Season,Week 5,NRG Esports vs 100 Thieves,Fracture,NRG Esports,13,11,2,,100 Thieves,3,2,1,,37:05
Champions Tour 2023: Americas League,Regular Season,Week 5,MIBR vs FURIA,Pearl,MIBR,11,8,3,,FURIA,13,9,4,,1:12:43
Champions Tour 2023: Americas League,Regular Season,Week 5,MIBR vs FURIA,Split,MIBR,7,2,5,,FURIA,13,3,10,,49:37
Champions Tour 2023: Americas League,Regular Season,Week 5,Cloud9 vs Sentinels,Lotus,Cloud9,13,9,4,,Sentinels,4,1,3,,54:05
Champions Tour 2023: Americas League,Regular Season,Week 5,Cloud9 vs Sentinels,Fracture,Cloud9,13,11,2,,Sentinels,6,5,1,,44:26
Champions Tour 2023: Americas League,Regular Season,Week 5,Leviatán vs Evil Geniuses,Split,Leviatán,10,8,2,,Evil Geniuses,13,9,4,,1:10:35
Champions Tour 2023: Americas League,Regular Season,Week 5,Leviatán vs Evil Geniuses,Pearl,Leviatán,13,6,7,,Evil Geniuses,10,4,6,,54:42
Champions Tour 2023: Americas League,Regular Season,Week 5,Leviatán vs Evil Geniuses,Ascent,Leviatán,10,3,7,,Evil Geniuses,13,4,9,,
Champions Tour 2023: Americas League,Regular Season,Week 5,LOUD vs KRÜ Esports,Pearl,LOUD,10,8,2,,KRÜ Esports,13,9,4,,1:04:57
Champions Tour 2023: Americas League,Regular Season,Week 5,LOUD vs KRÜ Esports,Ascent,LOUD,13,4,9,,KRÜ Esports,11,3,8,,54:16
Champions Tour 2023: Americas League,Regular Season,Week 5,LOUD vs KRÜ Esports,Split,LOUD,13,8,5,,KRÜ Esports,10,6,4,,
Champions Tour 2023: Americas League,Regular Season,Week 6,Evil Geniuses vs Sentinels,Fracture,Evil Geniuses,13,9,4,,Sentinels,6,3,3,,52:51
Champions Tour 2023: Americas League,Regular Season,Week 6,Evil Geniuses vs Sentinels,Pearl,Evil Geniuses,13,10,3,,Sentinels,5,3,2,,44:50
Champions Tour 2023: Americas League,Regular Season,Week 6,Cloud9 vs MIBR,Split,Cloud9,13,7,6,,MIBR,5,0,5,,56:29
Champions Tour 2023: Americas League,Regular Season,Week 6,Cloud9 vs MIBR,Lotus,Cloud9,13,8,5,,MIBR,4,0,4,,39:36
Champions Tour 2023: Americas League,Regular Season,Week 6,LOUD vs 100 Thieves,Ascent,LOUD,13,8,5,,100 Thieves,5,1,4,,50:21
Champions Tour 2023: Americas League,Regular Season,Week 6,LOUD vs 100 Thieves,Split,LOUD,15,6,6,3,100 Thieves,13,6,6,1,1:06:55
Champions Tour 2023: Americas League,Regular Season,Week 6,Leviatán vs KRÜ Esports,Haven,Leviatán,13,11,2,,KRÜ Esports,4,3,1,,48:53
Champions Tour 2023: Americas League,Regular Season,Week 6,Leviatán vs KRÜ Esports,Split,Leviatán,13,9,4,,KRÜ Esports,4,1,3,,38:10
Champions Tour 2023: Americas League,Regular Season,Week 6,NRG Esports vs FURIA,Bind,NRG Esports,13,3,10,,FURIA,11,2,9,,1:10:28
Champions Tour 2023: Americas League,Regular Season,Week 6,NRG Esports vs FURIA,Haven,NRG Esports,11,6,5,,FURIA,13,7,6,,55:49
Champions Tour 2023: Americas League,Regular Season,Week 6,NRG Esports vs FURIA,Pearl,NRG Esports,13,8,5,,FURIA,6,2,4,,
Champions Tour 2023: Americas League,Regular Season,Week 7,FURIA vs 100 Thieves,Pearl,FURIA,13,7,6,,100 Thieves,10,5,5,,1:12:14
Champions Tour 2023: Americas League,Regular Season,Week 7,FURIA vs 100 Thieves,Fracture,FURIA,7,2,5,,100 Thieves,13,3,10,,48:04
Champions Tour 2023: Americas League,Regular Season,Week 7,FURIA vs 100 Thieves,Haven,FURIA,11,6,5,,100 Thieves,13,7,6,,
Champions Tour 2023: Americas League,Regular Season,Week 7,Evil Geniuses vs MIBR,Lotus,Evil Geniuses,13,10,3,,MIBR,2,0,2,,42:30
Champions Tour 2023: Americas League,Regular Season,Week 7,Evil Geniuses vs MIBR,Fracture,Evil Geniuses,13,8,5,,MIBR,5,1,4,,43:19
Champions Tour 2023: Americas League,Regular Season,Week 7,KRÜ Esports vs Sentinels,Lotus,KRÜ Esports,12,6,6,0,Sentinels,14,6,6,2,1:17:09
Champions Tour 2023: Americas League,Regular Season,Week 7,KRÜ Esports vs Sentinels,Bind,KRÜ Esports,10,4,6,,Sentinels,13,5,8,,53:29
Champions Tour 2023: Americas League,Regular Season,Week 7,NRG Esports vs LOUD,Split,NRG Esports,13,9,4,,LOUD,5,2,3,,53:54
Champions Tour 2023: Americas League,Regular Season,Week 7,NRG Esports vs LOUD,Pearl,NRG Esports,13,6,7,,LOUD,9,3,6,,54:37
Champions Tour 2023: Americas League,Regular Season,Week 7,Leviatán vs Cloud9,Lotus,Leviatán,7,3,4,,Cloud9,13,4,9,,57:53
Champions Tour 2023: Americas League,Regular Season,Week 7,Leviatán vs Cloud9,Haven,Leviatán,4,2,2,,Cloud9,13,3,10,,40:08
Champions Tour 2023: Americas League,Regular Season,Week 8,Sentinels vs FURIA,Split,Sentinels,13,9,4,,FURIA,7,4,3,,1:03:53
Champions Tour 2023: Americas League,Regular Season,Week 8,Sentinels vs FURIA,Haven,Sentinels,5,4,1,,FURIA,13,5,8,,43:10
Champions Tour 2023: Americas League,Regular Season,Week 8,Sentinels vs FURIA,Bind,Sentinels,19,6,6,7,FURIA,17,6,6,5,
Champions Tour 2023: Americas League,Regular Season,Week 8,NRG Esports vs Evil Geniuses,Bind,NRG Esports,13,4,9,,Evil Geniuses,9,1,8,,1:01:05
Champions Tour 2023: Americas League,Regular Season,Week 8,NRG Esports vs Evil Geniuses,Split,NRG Esports,13,7,6,,Evil Geniuses,7,2,5,,55:38
Champions Tour 2023: Americas League,Regular Season,Week 8,Cloud9 vs KRÜ Esports,Lotus,Cloud9,15,3,9,3,KRÜ Esports,13,3,9,1,1:16:07
Champions Tour 2023: Americas League,Regular Season,Week 8,Cloud9 vs KRÜ Esports,Ascent,Cloud9,6,6,0,,KRÜ Esports,13,7,6,,41:18
Champions Tour 2023: Americas League,Regular Season,Week 8,Cloud9 vs KRÜ Esports,Split,Cloud9,13,8,5,,KRÜ Esports,9,5,4,,
Champions Tour 2023: Americas League,Regular Season,Week 8,Leviatán vs LOUD,Haven,Leviatán,7,4,3,,LOUD,13,5,8,,1:37:16
Champions Tour 2023: Americas League,Regular Season,Week 8,Leviatán vs LOUD,Ascent,Leviatán,5,3,2,,LOUD,13,4,9,,36:03
Champions Tour 2023: Americas League,Regular Season,Week 8,MIBR vs 100 Thieves,Fracture,MIBR,13,8,5,,100 Thieves,6,2,4,,52:42
Champions Tour 2023: Americas League,Regular Season,Week 8,MIBR vs 100 Thieves,Pearl,MIBR,12,8,4,0,100 Thieves,14,8,4,2,1:02:41
Champions Tour 2023: Americas League,Regular Season,Week 8,MIBR vs 100 Thieves,Lotus,MIBR,13,7,6,,100 Thieves,7,2,5,,
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Leviatán vs FURIA,Ascent,Leviatán,5,4,1,,FURIA,13,5,8,,52:59
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Leviatán vs FURIA,Pearl,Leviatán,20,4,8,8,FURIA,18,4,8,6,1:27:50
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Leviatán vs FURIA,Bind,Leviatán,6,5,1,,FURIA,13,6,7,,
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,NRG Esports vs Evil Geniuses,Haven,NRG Esports,13,6,7,,Evil Geniuses,11,5,6,,1:13:56
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,NRG Esports vs Evil Geniuses,Split,NRG Esports,13,4,8,1,Evil Geniuses,15,4,8,3,1:07:07
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,NRG Esports vs Evil Geniuses,Ascent,NRG Esports,7,5,2,,Evil Geniuses,13,6,7,,
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,LOUD vs FURIA,Haven,LOUD,13,9,4,,FURIA,4,1,3,,51:50
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,LOUD vs FURIA,Ascent,LOUD,13,9,4,,FURIA,5,2,3,,43:18
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Cloud9 vs Evil Geniuses,Fracture,Cloud9,5,4,1,,Evil Geniuses,13,5,8,,51:55
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Cloud9 vs Evil Geniuses,Bind,Cloud9,2,2,0,,Evil Geniuses,13,3,10,,32:25
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,FURIA vs NRG Esports,Bind,FURIA,9,2,7,,NRG Esports,13,3,10,,1:06:40
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,FURIA vs NRG Esports,Haven,FURIA,10,7,3,,NRG Esports,13,8,5,,54:52
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Cloud9 vs Leviatán,Haven,Cloud9,13,9,4,,Leviatán,8,5,3,,57:03
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Cloud9 vs Leviatán,Lotus,Cloud9,10,6,4,,Leviatán,13,7,6,,57:19
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Cloud9 vs Leviatán,Ascent,Cloud9,13,8,5,,Leviatán,4,0,4,,
Champions Tour 2023: Americas League,Playoffs,Upper Final,LOUD vs Evil Geniuses,Fracture,LOUD,13,7,6,,Evil Geniuses,9,4,5,,1:01:55
Champions Tour 2023: Americas League,Playoffs,Upper Final,LOUD vs Evil Geniuses,Ascent,LOUD,11,7,4,,Evil Geniuses,13,8,5,,57:17
Champions Tour 2023: Americas League,Playoffs,Upper Final,LOUD vs Evil Geniuses,Bind,LOUD,13,10,3,,Evil Geniuses,3,1,2,,
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,Cloud9 vs NRG Esports,Pearl,Cloud9,13,5,8,,NRG Esports,10,3,7,,1:03:19
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,Cloud9 vs NRG Esports,Lotus,Cloud9,9,5,4,,NRG Esports,13,6,7,,54:24
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,Cloud9 vs NRG Esports,Haven,Cloud9,12,6,6,0,NRG Esports,14,6,6,2,
Champions Tour 2023: Americas League,Playoffs,Lower Final,Evil Geniuses vs NRG Esports,Haven,Evil Geniuses,13,7,6,,NRG Esports,11,6,5,,1:15:50
Champions Tour 2023: Americas League,Playoffs,Lower Final,Evil Geniuses vs NRG Esports,Ascent,Evil Geniuses,8,3,5,,NRG Esports,13,4,9,,55:07
Champions Tour 2023: Americas League,Playoffs,Lower Final,Evil Geniuses vs NRG Esports,Lotus,Evil Geniuses,10,7,3,,NRG Esports,13,8,5,,58:37
Champions Tour 2023: Americas League,Playoffs,Lower Final,Evil Geniuses vs NRG Esports,Split,Evil Geniuses,4,1,3,,NRG Esports,13,2,11,,41:53
Champions Tour 2023: Americas League,Playoffs,Grand Final,LOUD vs NRG Esports,Ascent,LOUD,13,5,8,,NRG Esports,9,2,7,,1:02:29
Champions Tour 2023: Americas League,Playoffs,Grand Final,LOUD vs NRG Esports,Bind,LOUD,13,6,7,,NRG Esports,11,5,6,,1:00:51
Champions Tour 2023: Americas League,Playoffs,Grand Final,LOUD vs NRG Esports,Fracture,LOUD,13,5,8,,NRG Esports,11,4,7,,56:14
Champions Tour 2023: EMEA League,Regular Season,Week 1,KOI vs Natus Vincere,Ascent,KOI,13,8,5,,Natus Vincere,7,3,4,,1:04:25
Champions Tour 2023: EMEA League,Regular Season,Week 1,KOI vs Natus Vincere,Lotus,KOI,20,3,9,8,Natus Vincere,18,3,9,6,1:27:57
Champions Tour 2023: EMEA League,Regular Season,Week 1,FNATIC vs Giants Gaming,Icebox,FNATIC,13,10,3,,Giants Gaming,3,1,2,,1:00:25
Champions Tour 2023: EMEA League,Regular Season,Week 1,FNATIC vs Giants Gaming,Split,FNATIC,13,6,7,,Giants Gaming,11,5,6,,55:06
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Heretics vs FUT Esports,Pearl,Team Heretics,4,2,2,,FUT Esports,13,3,10,,51:48
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Heretics vs FUT Esports,Lotus,Team Heretics,9,8,1,,FUT Esports,13,9,4,,51:01
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Liquid vs Team Vitality,Haven,Team Liquid,6,3,3,,Team Vitality,13,4,9,,1:00:16
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Liquid vs Team Vitality,Fracture,Team Liquid,13,10,3,,Team Vitality,2,0,2,,34:46
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Liquid vs Team Vitality,Lotus,Team Liquid,10,7,3,,Team Vitality,13,8,5,,
